classificacao,sentimento_manual,comentario,justificativa
Negative,Negative,This is fucking terrible,Uses highly offensive and negative language expressing strong disapproval.
Positive,Positive,"Postei tanto essa música nos estorys ❤ , e ainda não superei esse surto",Expresses strong positive emotion and attachment to the song.
Negative,Negative,We couldn’t manage more than 4 lines per verse?,Criticizes the song's structure with a demand for better lyrics.
Positive,Positive,It’s super catchy and I love how Bruno looks like he is wearing a skirt. Literally so hot SLAY,Expresses strong enthusiasm and admiration for the song and Bruno's appearance.
Positive,Positive,I really love the vibe,Expresses strong positive feelings about the song's atmosphere.
Negative,Negative,"Even to this day, I hate the instrumental as well as the lyrics",Expresses strong dislike for both the music and lyrics.
Neutral,Neutral,"It's fun but the beat's ""Hey Mickey"".",Acknowledges the song's fun nature while comparing it unfavorably to another track.
Neutral,Neutral,There's like 3 parts of this song that are actually good and have a very different approach with vocals and lyrics and then the rest of the song is repeating the same word or just some cringe lyrics. Good song for like 20% of it,Highlights both positive and negative aspects of the song's structure and content.
Neutral,Neutral,This beat reminded me of this track I found recently — https://youtu.be/_qsWBhCk0DY,Sharing a link to another song suggests a comparison rather than a strong positive or negative opinion.
Negative,Negative,The most annoying song ever,Expresses strong dislike and annoyance.
Positive,Positive,"Blinks, ice cream needs 25.9m more views before we make more history. This will be our queens 10th song to reach the billion views mark. Let's go. Fighting",Expresses excitement and support for the artist's achievement.
Negative,Negative,this is the most generic thing this year..cg..,Expresses strong disapproval and considers the song unoriginal.
Neutral,Neutral,Lyrics?,"The comment expresses a simple, neutral question about the lyrics."
Positive,Positive,Very very beatiful😊😊,Expresses strong positive emotion with emojis.
Positive,Positive,"Gives me Cyberpunk vibes for some reason, would have been a great track for the radio.",Expresses a positive association and suggests suitability for radio play.
Negative,Negative,Worst song of 2024,Directly states the song is the worst of the year.
Positive,Positive,My 1 year old son could be in the worst saddest mood and this song make him so happy every time!,The comment expresses a strong positive emotion and the effect of the music on a child.
Negative,Negative,Boring tiktok song,Expresses dissatisfaction with the song's lack of excitement.
Negative,Negative,"One of the worst songs I ever heard, everything is ok, except the pata pata pata",Expresses strong dissatisfaction with the song.
Negative,Negative,Most annoying song,Expresses strong annoyance and dislike.
Neutral,Neutral,Both a catchy annoying and nice song 😂 i only like the part when they sing ”don’t you want me like i want you baby” to the apteu part cuz it just gets stuck in my head,Expresses both enjoyment and frustration with the song's repetitive hook.
Neutral,Neutral,Annoying but catchy,Expresses both annoyance and a grudging acknowledgement of the song's catchiness.
Negative,Negative,Congratulations on making the most annoying chorus in music history 👏.,Expresses strong disapproval and mockery of the song's chorus.
Neutral,Neutral,FROM FREE BIRDS (2013) THE WALKING DEAD MGM TOM AND JERRY PETER PAN FROM PUSS IN BOOTS (2011) TOY STORY 3 ICE AGE THE MELTDOWN GNOMEO AND JULIET FROM MISS SPIDER (2004) ICE AGE DAWN OF THE DINOSAURS MONSTERS INC END CREDITS FINDING NEMO FROM FREE BIRDS (2013) MEGAMIND MGM TOM AND JERRY FAMILY GUY FROM RIO (2011) CODENAME KIDS NEXT DOOR ICE AGE THE MELTDOWN ICE AGE A MAMMOTH CHRISTMAS KLASKY CSUPO MONSTERS UNIVERSITY MY SLURP JEOPARDY FROM FREE BIRDS (2013) RATATOUILLE MGM TOM AND JERRY GEICO PAWS LITTLE BABY BUM ICE AGE THE MELTDOWN UP THE PEANUTS MOVIE TANGLED MY SLURP THE GOONIES KUNG FU PANDA HOLIDAY SPECIAL ICE AGE THE MELTDOWN MGM TOM AND JERRY MADAGASCAR ESCAPE 2 AFRICA PAWS MONSTERS VS ALIENS ICE AGE THE MELTDOWN CARS FROM ICE AGE COLLISION COURSE (2016) MEET THE ROBINSONS FROM HOW TO TRAIN YOUR DRAGON (2010) SISTER WIVES KUNG FU PANDA 2 TRAILER ICE AGE CONTINENTAL DRIFT MGM TOM AND JERRY TOY STORY HAPPY FEET SLEEPING BEAUTY ICE AGE THE MELTDOWN BRAVE FROM ICE AGE COLLISION COURSE (2016) DC LEAGUE OF SUPER-PETS FROM CARS (2006) DC LEAGUE OF SUPER-PETS GNOMEO AND JULIET DC LEAGUE OF SUPER-PETS FROM SHARK TALE (2004) DC LEAGUE OF SUPER-PETS SESAME STREET DC LEAGUE OF SUPER-PETS MADAGASCAR DC LEAGUE OF SUPER-PETS RIO 2 DC LEAGUE OF SUPER-PETS MONSTERS VS ALIENS DC LEAGUE OF SUPER-PETS CARS DC LEAGUE OF SUPER-PETS MEET THE ROBINSONS DC LEAGUE OF SUPER-PETS SISTER WIVES DC LEAGUE OF SUPER-PETS FROM THE INCREDIBLES (2004) DC LEAGUE OF SUPER-PETS FUZZY DOOR PRODUCTIONS 20TH CENTURY FOX DC LEAGUE OF SUPER-PETS FILM ROMAN STARZ MEDIA 2010 DC LEAGUE OF SUPER-PETS FROM RANGO (2011) DC LEAGUE OF SUPER-PETS FROM SURF UP (2007) DC LEAGUE OF SUPER-PETS FROM PUSS IN BOOTS (2011) DC LEAGUE OF SUPER-PETS DUG SPECIAL MISSION DC LEAGUE OF SUPER-PETS UFM UNIDENTIFIED FLYING MATER DC LEAGUE OF SUPER-PETS FROM KUNG FU PANDA (2008) DC LEAGUE OF SUPER-PETS TOY STORY DC LEAGUE OF SUPER-PETS HEY DUGGEE DC LEAGUE OF SUPER-PETS FROM KUNG FU PANDA (2008) DC LEAGUE OF SUPER-PETS FROM RIO 2 (2014) DC LEAGUE OF SUPER-PETS SESAME STREET DC LEAGUE OF SUPER-PETS MY SLURP DC LEAGUE OF SUPER-PETS HOME DC LEAGUE OF SUPER-PETS DR FRIGHTUNE EEK TURNING RED ARTHUR TURNING RED FROM SURF UP (2007) TURNING RED MONSTERS VS ALIENS HBO TURNING RED FROM SECRETS OF THE FURIOUS FIVE (2008) TURNING RED DORA THE EXPLORER TURNING RED SECRETS OF THE FURIOUS FIVE TURNING RED RIO TURNING RED WARNER BROS ANIMATION TURNING RED THE INCREDIBLES FREEFORM TURNING RED FROM MONSTERS VS ALIENS (2009) TURNING RED THE INCREDIBLES ABC FAMILY TURNING RED SURF UP(2007) END CREDITS. TURNING RED SHARK TALE TURNING RED FROM OPEN SEASON 2 (2008) TURNING RED KUNG FU PANDA 2008 DISNEY XD TURNING RED MY SLURP TURNING RED FROM HOME (2015) TURNING RED THE WONDER PETS TURNING RED EEKSBUSCAMPERS TURNING RED FROM ICE AGE DAWN OF THE DINOSAURS (2009) TURNING RED GNOMEO AND JULIET TURNING RED MY SLURP TURNING RED HAPPY FEET TURNING RED SURF UP TRAILER TURNING RED PAWS TURNING RED FROM OPEN SEASON 2 (2008) TURNING RED COOKIE JAR WGBH TURNING RED CHUGGINGTON TURNING RED FROM THE SPONGEBOB SQUAREPANTS MOVIE (2004) TURNING RED FROM ICE AGE DAWN OF THE DINOSAURS (2009) TURNING RED CHICKEN LITTLE TURNING RED SUNNY BUNNIES BOO TURNING RED FROM FINDING NEMO (2003) TURNING RED MONSTERS INC END CREDITS TURNING RED FRANKLIN THEME SONG TURNING RED,"The comment is a lengthy list of movie titles, indicating a collection or compilation rather than a focused sentiment."
Positive,Positive,"Bruno Mars was my childhood idol. I admire him deeply. I'm truly grateful to Rose for collaborating with him - through  one of the most popular songs right now, you brought a part of my childhood back into my present. You have become brilliant in my eyes, Rose.",Expresses deep admiration and gratitude for Rose's collaboration.
Positive,Positive,‘Apt’ is such a beautifully emotional song. Rosé’s voice captures every feeling so perfectly.,Expresses strong appreciation for the song and Rosé's vocal performance.
Positive,Positive,The lyrics of this song really speak to me.,Expresses a personal connection and positive sentiment towards the song's lyrics.
Negative,Neutral,"""I popped out my tit! I popped out my tit! I popped out my tit!"" Good luck hearing the original lyrics now LOL!",Uses vulgarity and mocking language to express annoyance.
Positive,Positive,It's amazing apt apt I love this music with rhythm apt apt apt apt apt apt apt apt 🩷🫰🏻✨🎸,Repeated use of positive emojis and enthusiastic expression.
Positive,Positive,The melody is so soothing and relaxing.,Describes the melody as soothing and relaxing.
Negative,Negative,Pacha pacha it's lyrics in tamil??,Expresses confusion and disapproval regarding the use of Tamil lyrics.
Negative,Negative,This is the worst song in the world horible im gonna repor it,Expresses extreme dissatisfaction and intention to report the song.
Positive,Positive,Song is so darn catchy!!! APT!!!,Expresses enthusiastic enjoyment of the song's catchiness.
Positive,Positive,The harmony slaps hard 🫠,'Slaps hard' is a slang term indicating strong positive enjoyment.
Neutral,Neutral,😊😅this song has a childish vibe,Expresses a positive feeling alongside a criticism of the song's style.
Neutral,Neutral,Is the verse melody not exactly like “that’s not my name” by the ting tings,"Compares the verse to another song, highlighting a similarity and potential criticism."
Positive,Positive,This gives me The Ting Ting vibes. I love it,Comparing the song positively to a well-regarded artist/track.
Negative,Negative,Terrible lyrics,Expresses strong disapproval of the song's lyrics.
Neutral,Neutral,A funny playful song with not so playful lyrics.   A catchy song that appeals to the youth   The devil sure does use this industry to spread his evil.,Combines positive aspects like a catchy song with negative criticisms about the lyrics and the industry.
Positive,Positive,"Adenosine triphosphate (ATP) is a nucleoside triphosphate[2] that provides energy to drive and support many processes in living cells, such as muscle contraction, nerve impulse propagation, and chemical synthesis. Found in all known forms of life, it is often referred to as the ""molecular unit of currency"" for intracellular energy transfer.[3]",Describes ATP as a crucial and valuable energy source.
Positive,Positive,Her voice vocals are 😮😮😮😮,Expresses strong positive reaction with multiple emoji indicating enjoyment.
Negative,Negative,Rose in space with Elon and Elena he rape them bad pimp beat will turn into robots hurry,"Contains abusive and disturbing language, clearly expressing a negative and harmful sentiment."
Positive,Positive,"This video gives me 00er-vibes, in a positive way",Expresses a positive association with a specific musical era.
Neutral,Neutral,"Song catchy even I never hear k pop and such but the chorus with apt is so bad. Would they did something better instead of this teenage apt, this song would be very good at 4 bln prop.",Expresses enjoyment of the chorus while criticizing the overall song and the artist’s vocal performance.
Positive,Positive,Vibezinha gostosa,"{""sentiment"":""Positive"",""justification"":""Portuguese slang expressing a positive and sensual feeling about the music.”}"
Neutral,Neutral,I do find this song interesting. And I have no idea what they are saying. I understand the English. Idk the other stuff I'm guessing it's a different language.  But I really don't vibe with this genre. Although  I love whatever that ran lango is. No actually the start of the song is what draws me in,Expresses interest in part of the song while stating dislike of the genre.
Negative,Negative,What an awful annoying song,Expresses strong dislike and finds the song annoying.
Positive,Positive,Catchy song❤,Expresses enjoyment with a heart emoji.
Positive,Positive,I LOVE YOU IN THIS VIBES,Expresses strong positive feelings and enjoyment.
Positive,Neutral,Scott Pilgrim vibes with the lyrics and music video style,Expresses enthusiasm for the song's similarity to Scott Pilgrim.
Negative,Negative,"Where have I heard “don’t you want me like I want you baby”? I have heard the same melody with the same lyrics. I swear in a huge pop song, on the radio and everything.",Expresses frustration and accusation of plagiarism.
Negative,Negative,this is actually the worst song ever. it's absolutely hell anytime this song plays,Strongly expresses extreme dislike and deems the song terrible.
Negative,Negative,Holy shit more annoying than Swift,Expresses extreme annoyance and criticism.
Positive,Positive,strong catchy tones do stick more than sad songs.,Expresses preference for the song's upbeat and memorable quality over sad songs.
Positive,Positive,Blink or show the antis that we are not weak!!,Expresses defiance and support for the artist against perceived negativity.
Negative,Negative,This song is so annoying that whenever I hear it on the radio I change the station.,Expresses strong annoyance and a desire to avoid the song.
Positive,Positive,"idk why people called this annoying, like whaaat",Expresses disbelief and dismissal of negative opinions.
Negative,Negative,I hate your song. I hate your song. It’s so annoying.😴👎🏼,Expresses strong dislike and frustration with the song.
Neutral,Neutral,The ting tings's vibes.,Expresses a positive feeling while simultaneously criticizing the artist's style.
Positive,Positive,"1:10-1:36 and 2:09-end are probably my favorite sections. Them singing together, layering, the drone notes underneath that rise with the chord progression and the ""ahhh ah ah, ahhh ah ah, ahhhhh"" behind that just really make this feel almost bittersweet? Like a graduation, where you're celebrating a new beginning but its still the end of something and you're going through old memories and laughing, crying, smiling. These parts of the song in particular just really connected to me.",Expresses deep emotional connection and appreciation for specific sections of the song.
Neutral,Neutral,FROM HOW TO TRAIN YOUR DRAGON (2010) KUNG FU PANDA KUNG FU PANDA 2 TRAILER RIO MGM TOM AND JERRY KUNG FU PANDA 3 HAPPY FEET PIXAR SHORT FILMS ICE AGE THE MELTDOWN THE PRINCESS AND THE FROG FROM ICE AGE COLLISION COURSE (2016) MADAGASCAR FROM CARS (2006) ICE AGE GNOMEO AND JULIET SHREK FOREVER AFTER FROM SHARK TALE (2004) THE INCREDIBLES SESAME STREET MONSTERS INC MADAGASCAR TOY STORY 2 RIO 2 DESPICABLE ME MONSTERS VS ALIENS THE PATRIOT CARS HOW TO TRAIN YOUR DRAGON MEET THE ROBINSONS KUNG FU PANDA 2 SISTER WIVES KUNG FU PANDA HOLIDAY SPECIAL FROM THE INCREDIBLES (2004) DISNEY PREP & LANDING FUZZY DOOR PRODUCTIONS 20TH CENTURY FOX SHARK TALE FILM ROMAN STARZ MEDIA 2010 THE LITTLE MERMAID FROM RANGO (2011) THE INCREDIBLES FROM SURF UP (2007) WALL-E FROM PUSS IN BOOTS (2011) THE WALKING DEAD DUG SPECIAL MISSION PETER PAN UFM UNIDENTIFIED FLYING MATER TOY STORY 3 FROM KUNG FU PANDA (2008) GNOMEO AND JULIET TOY STORY ICE AGE DAWN OF THE DINOSAURS HEY DUGGEE FINDING NEMO FROM KUNG FU PANDA (2008) MEGAMIND FROM RIO 2 (2014) FAMILY GUY SESAME STREET ICE AGE A MAMMOTH CHRISTMAS MY SLURP OVER THE HEDGE HOME MONSTERS UNIVERSITY DR FRIGHTUNE EEK JEOPARDY ARTHUR RATATOUILLE FROM SURF UP (2007) GEICO MONSTERS VS ALIENS HBO LITTLE BABY BUM FROM SECRETS OF THE FURIOUS FIVE (2008) UP DORA THE EXPLORER TANGLED SECRETS OF THE FURIOUS FIVE HOME ON THE RANGE RIO ICE AGE THE MELTDOWN WARNER BROS ANIMATION MADAGASCAR ESCAPE 2 AFRICA THE INCREDIBLES FREEFORM MONSTERS VS ALIENS FROM MONSTERS VS ALIENS (2009) CARS THE INCREDIBLES ABC FAMILY MEET THE ROBINSONS SURF UP(2007) END CREDITS. SISTER WIVES SHARK TALE ICE AGE CONTINENTAL DRIFT FROM OPEN SEASON 2 (2008) TOY STORY KUNG FU PANDA 2008 DISNEY XD GEICO INSURANCE MY SLURP BRAVE FROM HOME (2015) KUNG FU PANDA THE WONDER PETS RIO EEKSBUSCAMPERS KUNG FU PANDA 3 FROM ICE AGE DAWN OF THE DINOSAURS (2009) PIXAR SHORT FILMS GNOMEO AND JULIET THE PRINCESS AND THE FROG MY SLURP MADAGASCAR HAPPY FEET ICE AGE SURF UP TRAILER SHREK FOREVER AFTER PAWS THE INCREDIBLES FROM OPEN SEASON 2 (2008) MONSTERS INC COOKIE JAR WGBH TOY STORY 2 CHUGGINGTON DESPICABLE ME FROM THE SPONGEBOB SQUAREPANTS MOVIE (2004) TOM AND JERRY FROM ICE AGE DAWN OF THE DINOSAURS (2009) HOW TO TRAIN YOUR DRAGON CHICKEN LITTLE KUNG FU PANDA 2 SUNNY BUNNIES BOO AMERICA DAD FROM FINDING NEMO (2003) CARTOON NETWORK HARVEY MONSTERS INC END CREDITS SAVAGE STUDIOS LTD FRANKLIN THEME SONG CARTOON NETWORK DEXTER LABORATORY DR FRIGHTUNE EEK DEEPLE DOO FROM MADAGASCAR ESCAPE 2 AFRICA (2008) UNDERDOG PRODUCTIONS OPENING TO MADAGASCAR 3 EUROPE MOST WANTED 2012 DVD ICE AGE SMALL POTATOES PETER PAN MY SLURP TOY STORY 3 ICE AGE 2 TRAILER GNOMEO AND JULIET DR FRIGHTUNE EEK ICE AGE DAWN OF THE DINOSAURS CARS ENDING FINDING NEMO FREE BIRDS. MEGAMIND FROM RIO  (2011) MERRY MADAGASCAR MY SLURP ICE AGE A MAMMOTH CHRISTMAS THE LION GUARD BESTHE OVER THE HEDGE,"A list of movie titles, not expressing sentiment."
Positive,Positive,top vibe we drop down https://youtu.be/ap4_QcTaUM8?si=uGlzdvyIn_HfqA4E yeah,Expresses enthusiasm and approval with a link to the video.
Negative,Negative,most annoying song ever 😂 every day in job i have to listen to this cause of the radio 😂🤮,Expresses strong annoyance and disgust with the song.
Positive,Positive,This song is so catchy that I listen to it several times a day 😱 meow .,Expresses enthusiastic enjoyment and frequent listening.
Positive,Positive,I love this song because it's upbeat❤❤❤❤❤❤❤,Expresses strong positive feelings and uses emojis to convey enthusiasm.
Neutral,Neutral,All goodness all badness is jesus story,"Contains religious references and judgment, presenting a complex and potentially conflicting viewpoint."
Negative,Negative,Comment more times to beat ic0n,Repetitive and nonsensical comment expressing annoyance.
Negative,Negative,Bruh the lyrics is sus,Uses the derogatory term 'sus' to express disapproval.
Negative,Negative,The most annoying song ever written,Expresses strong disapproval and annoyance.
Positive,Positive,Bussin bear just dropped new mix skin deep https://youtube.com/shorts/hnAKp0Ru06I?si=iPN8WYAj6r3pAN8t,Expresses enthusiastic enjoyment of the new mix.
Negative,Negative,"This song is so fucking stupid and it’s so annoying. Like, what the hell is this hot garbage 🗑️",Expresses strong disgust and frustration with the song.
Positive,Positive,This song is so joyful and energetic. It has so positive vibes. I like to listen it to boos my mood. Bruno's and Rose's voices lift the heart up,Expresses strong positive feelings and describes the song's uplifting effect.
Positive,Positive,Pure class. No notes.,Expresses complete satisfaction and approval.
Positive,Positive,It's extremely enjoyable to listen to the song. I love Burno and Rosie. They are very good. Their voice harmony is great.,Expresses enjoyment and praises the artists' vocal harmony.
Negative,Negative,This song is the worst ever 👿👿👿😡😡😡😡😡🤬🤬🤬🤬🤬🤬🤬 Fuck It up,Expresses extreme anger and dissatisfaction with the song.
Negative,Negative,Boring,Expresses a lack of interest and deems the song dull.
Negative,Negative,"Just stopping in to let these people know that they made the worst, most debilitatingly terrible song in existence. That is all","Strong, hyperbolic criticism labeling the song as the worst."
Negative,Negative,Probably one of the worst songs Bruno has ever thought of starring in. Used to be my fave artist until he started doing this. Like wow what is this song about anyway. Noone knows what and APT is and it's not even a word. Crazy how these artists have really shown how much brain functionality they lost since Biden became president.,"Strongly criticizes the song and the artist's work, linking it to political opinions."
Negative,Negative,She a Flasher and can't sing a beat!,Strongly insulting and critical of the artist's abilities.
Positive,Positive,"Nobody can sit still with this rhythm! I tried dancing the ""APT."" part in my kitchen and almost knocked over the fish sauce bottle. 😂 Is anyone else here rocking out in an unexpected place? Share below!",Expresses enthusiastic enjoyment and engagement with the song.
Negative,Negative,This is the worst song delete it!!!!!🤬🤬🤬🤬🤬🤬,Expresses extreme anger and condemnation of the song.
Positive,Positive,"My three months old baby cousin loves to hear this song, his eyes get all big and his focus deepens it's so cute 🥺",Expresses delight and affection for the child's reaction to the music.
Neutral,Neutral,Doesn't really make a lot of sense but catchy AF!,Acknowledges catchiness while criticizing lack of meaning.
Negative,Negative,"What happened to real music??? U know real singers who write proper lyrics,musicians who play real instruments an make real music",Expresses dissatisfaction with modern music and a longing for traditional values.
Neutral,Neutral,I had to look up this annoying but nice song. That's it.,Expresses a neutral reaction with a slight negative connotation.
Neutral,Neutral,My dad is obssesed with this song but im sorry my English ist not good and Rose you ist my bias from blackpink and this song ist summer vibe and ist so good ist my favorite song,Contains both positive expressions of enjoyment and a personal statement about language ability.
Negative,Neutral,That's the bad romance melody,Expresses disapproval of the song's melody.
Positive,Positive,Great lyrics,Expresses strong approval of the song's lyrics.
Negative,Negative,View all the the the future please unsubscribe here with your message was automatically in fact that you are down in no particular the future and then the morning 🌞😂🌞 we will be a very happy to me from friends ❤❤❤❤❤,"Sarcastic and dismissive, indicating annoyance with the comment's repetitive nature."
Positive,Positive,I REALLY LIKE THE VIBE OF APT,Expresses enjoyment of the song's atmosphere.
Positive,Positive,a catchy song😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺😍😍😍😍😍😍😍😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘😘😘😘😘😘,Expresses strong positive feelings with multiple emojis.
Negative,Negative,Fvckin' annoying song and video.,Expresses strong dislike and annoyance.
Neutral,Neutral,"Remix opinion: APT x HEYA Moustafa Amar , or X doctor Jones by Aqua, or Flex by Fifth Harmony 🧨🔥, or Ya Ghayeb by Fadel Shaker",Lists multiple references with no clear positive or negative sentiment expressed.
Negative,Negative,Most annoying song she ever made 😂😂😂,Expresses strong annoyance and dislike.
Positive,Positive,"Bardzo fajna,melodyjna i przebojowa piosenka.","Expresses strong positive feelings about the song being cool, melodic, and catchy."
Positive,Positive,"Acoustic music really hits different. 🎶 If you like this style, you might enjoy the original songs on my channel too. Come have a listen! 🎤✨",Expresses enjoyment of the music and invites listeners to explore more content.
Negative,Negative,One of the most annoying hooks in recent times,Expresses strong annoyance and criticism of the song's hook.
Positive,Positive,❤ 😊 amazing vocals rose,Expresses strong positive emotion and appreciation for the vocals.
Positive,Positive,It’s like the lyrics were written for me.,Expresses a deeply personal and positive connection to the song's lyrics.
Neutral,Neutral,✏️ Descreva a vibe,"The comment is in Portuguese and expresses a request for description, lacking sentiment."
Negative,Negative,This song is so annoying,Expresses strong annoyance and disapproval.
Positive,Positive,This song is like a catchy rhythm that sticks in your mind 😮🎉❤,Expresses enthusiastic enjoyment with emojis.
Negative,Negative,trash song every time it plays i immediately change to something else the beat is so annoying,Expresses strong dislike and annoyance with the song.
Neutral,Neutral,Ts might beat Despacito fr💔,Expresses a strong dislike ('fr') while acknowledging a potential positive comparison.
