classificacao,sentimento_manual,comentario,justificativa
Positive,Neutral,Vibes all day!!,Expresses enthusiastic enjoyment of the music's atmosphere.
Positive,Neutral,the beat gives me gravity fall vibes !!!!,"References a popular and well-regarded show, indicating enjoyment."
Positive,Positive,I was about four years old in pre school I remember walking up too a girl during recess an kissed on the lips and looked into her eyes with love ❤ I remember the adults laughing and being happy they had other emotions on their faces but don't remember what thee emotions where anyway I was very young but remembered that.,"Expresses a cherished, nostalgic memory with positive feelings."
Positive,Positive,I sure did... The vibe and the beat just resonates within Me.,Expresses a deep and personal connection with the song's vibe and beat.
Positive,Neutral,"The up n coming on all sides life, to watch your smiles n hopes that you'll remember me n my name Toney Bolden. Nice to meet you. . I like the style of sounds. .something that goes with my style of life. ❤",Expresses fondness for the music and a desire for it to match their lifestyle.
Neutral,Neutral,"I love the song, but don't like the lyrics at all, I feel torn",Expresses enjoyment of the song but criticizes the lyrics.
Neutral,Neutral,Want a vibe that goes with this song? https://youtu.be/_6TktgCmFKA,Provides a link but offers no direct sentiment about the song itself.
Neutral,Positive,"I’m make the lyrics/ I like the way you kiss me  I like the way you, uh I like the way you kiss me I can tell you miss me  I can tell it hits hits hits not tryna be romantic I’ll hit it from the back  just so you don’t get attached  I like the way you kiss me I can you you miss me I can tell it hits hits hits not tryna be romantic I’ll hit it from the back just so you get attached you bite my lip just for the taste your on your knees I’m on the case you take the heat and with such grace you say we’re done but here you stay said your scared I’ll let you down stick around and you will find out don’t you wanna make me proud cause I’m so proud baby I’m so proud of you I like the way you kiss me I can tell you miss me I can tell it hits hits hits  not tryna be romantic  I’ll hit it from the back just so you don’t get attached I CANT DO MORE SORRY",Contains both flirtatious and regretful sentiments.
Positive,Positive,"this track is so catchy, new order bass guitar vibes 🙂",Expresses enjoyment and comparison to a respected musical artist/track.
Neutral,Neutral,Jake webber vibes,"References a specific artist, without expressing a positive or negative opinion."
Positive,Positive,This is very catchy,The comment expresses a clear positive reaction to the song's catchiness.
Neutral,Neutral,Who is the female vocalist in this song?,"Asks a question about the song's features, expressing no sentiment."
Positive,Positive,I love love the explicit lyrics ❤,Expresses enthusiastic enjoyment of explicit lyrics.
Neutral,Positive,Nice tune and interesting voice modulation from female to male to androgynous. I do kinda wish there was and actual band however... but he is talented.  This sort of reminds me of vintage Fischerspooner or Caribou with a touch of The Weeknd style vocals.,Praise for the song and vocals mixed with a criticism of the lack of a band.
Neutral,Neutral,bass gives me blue monday vibes,"References a well-known song with a distinct feeling, indicating a positive association alongside a slight critique."
Positive,Neutral,the video but the song is a catchy tune,Expresses enjoyment of the song despite acknowledging the video.
Positive,Positive,GREAT VIBE! LOVE IT!,Expresses strong positive feelings and enjoyment.
Negative,Neutral,Does anyone actually listen to the lyrics??,Expresses disbelief and criticism of the song's lyrical content.
Neutral,Neutral,Rex/Rudy Robot vibe,"A reference to a specific aesthetic, lacking strong positive or negative emotion."
Neutral,Neutral,"Is it a woman singing or auto tune? If it's a woman then ""I'll hit it from the back"" doesn't make a lot of sense, and if it's auto tune Artemas then why did he turn his voice into a woman's voice? The song is a great vibe, I just had to ask because that seems odd either way.",Expresses confusion and skepticism about the vocal processing while acknowledging a positive vibe.
Positive,Positive,mareux the perfect girl pitch up,Expresses admiration for the artist's performance.
Negative,Neutral,Almost really good should have more manly deeper tones to go with the chick,"Expresses a preference for a different vocal style, implying dissatisfaction."
Positive,Positive,Vibe is sooo good,Expresses a strong positive feeling about the music's atmosphere.
Positive,Positive,"Incredible melody, the electronic beat and the female vocal","Expresses strong positive feelings about the song's melody, beat, and vocals."
Positive,Neutral,It gives 80s vibes.,The comment expresses a positive appreciation for the song’s nostalgic 80s influence.
Negative,Negative,this might be the worst song made in the history of all time,Expresses extreme disapproval and considers it the worst song ever.
Negative,Neutral,"The ""Most Played"" is reversed to every other video I've ever seen, because people keep jumping to the start to listen again!",Expresses frustration about viewers repeatedly skipping to the beginning of the video.
Neutral,Neutral,Crystal Castles vibes,"References a specific artist (Crystal Castles) which suggests a preference, but doesn’t explicitly state a positive or negative opinion of the song itself."
Negative,Neutral,why am i feeling a mareux vibe?,Uses a negative descriptor ('mareux') suggesting a bad or unpleasant feeling.
Neutral,Neutral,alguem conhece mais música dessa vibe?,"Asks for similar music, expressing a preference without strong emotion."
Neutral,Neutral,"The part at :32 , what is the 90s/00s song that did that same type of rhythm for the lyric delivery? it's driving me crazy",Expresses confusion and a desire for clarification without strong positive or negative emotion.
Neutral,Neutral,The vibe hits differently exactly 5 days before BAC.,Acknowledges a positive vibe but references a potentially negative event (BAC).
Neutral,Neutral,It’s giving Marina and the Diamonds vibes.,Acknowledges a similarity to Marina and the Diamonds but doesn’t express strong positive or negative feelings.
Positive,Positive,"I remixed this track with similar perspective adding a burst of creative energy. Fully immersed in the essence of the music, I found myself drawn to the enduring charm of its basic harmonies and the steadfast reliability of its song structure. It's like rediscovering an old favorite with new eyes – there's a sense of familiarity that brings comfort, yet there's also an exciting element of exploration as I delve deeper into its intricacies. With each beat and melody, I'm reminded of the timeless beauty inherent in simplicity, and the profound impact that tried-and-true methods can have on a listener's soul. In a world of constant change and innovation, there's something deeply reassuring about returning to the roots of what makes music truly captivating.",Expresses appreciation for the song's classic elements and feeling of comfort.
Positive,Neutral,"This is gonna beat billie eillish, waited 5 long years 4 this.",Expresses anticipation and belief in the artist’s future success.
Positive,Positive,this is so catchyyy,Expresses enthusiastic enjoyment of the song's catchiness.
Positive,Positive,It gives me old tumblr vibes and i love it,Expresses fondness for the nostalgic sound reminiscent of Tumblr.
Positive,Neutral,gives me the perfect girl by mareux vibes,Compares the song favorably to another popular track.
Neutral,Neutral,"INCROYABLE, chere moi si tu reviens la 3ans apres, oublie pas la team oreo et c, les notes ? Sa gazz ? ️🥐️L⭕✌ℹ️️💲",Contains enthusiastic praise mixed with emojis and seemingly random expressions.
Positive,Positive,getting major gravity falls vibes in the best way possible,Evokes a positive association with the popular TV show *Gravity Falls*.
Positive,Positive,Synthwave is still alive im happy,Expresses enthusiasm and support for the genre.
Neutral,Positive,Really love songs like this with that indie synthwave vibe but with more dance edm type what kind of genre is this???,Expresses appreciation for a specific sound while questioning the genre categorization.
Neutral,Neutral,Who is the girl vocal?,A simple question with no expressed sentiment.
Positive,Positive,I cant help but to dance to this song.  Darkwave and synth and pop and goth.  So good.,Expresses enthusiastic enjoyment and describes a desirable musical blend.
Positive,Positive,'80s synth-pop will always sell.,Expresses enthusiasm for a specific music genre.
Negative,Neutral,"This song really has been out for a month?! , this looks too nostalgic to be out for a month tbh",Expresses frustration and criticism regarding the song's longevity.
Positive,Positive,scrolling and randomly finding this vibe 🖤🐈‍⬛🔥,Expresses a positive feeling and excitement using emojis.
Negative,Neutral,These lyrics give me the ick,Expresses strong dislike and disgust.
Negative,Negative,"This song is not it at all, just repeated lyrics and not a song to clap cheeks to🤷🏽‍♂️",Expresses strong dissatisfaction with the song's quality and lack of appeal.
Positive,Positive,Finally a song that has the same vibe as mr kitty - after dark,Expresses a positive connection and preference for the song’s vibe.
Positive,Positive,omg it has such a VIBE,'Vibe' is a commonly used positive descriptor in online music discussions.
Neutral,Neutral,"Why is there ""hits"" in the lyrics, when it sounds like ""this""""?",Points out a lyrical inconsistency and expresses a critical opinion.
Positive,Positive,THE SYNTHPOP VIBEEEE,Expresses strong positive feelings towards the music genre.
Neutral,Neutral,"Nice beat, toxic lyrics.",Acknowledges a positive element (beat) alongside a negative one (toxic lyrics).
Negative,Negative,"New gen music be like: find some catchy lyrics, beats and repeat the phrase over and over in the final song.",Criticizes the song for relying on repetitive and simplistic elements.
Negative,Negative,disgusting lyrics,Expresses strong disapproval and revulsion towards the song's lyrics.
Negative,Neutral,so 2000-2010 camera vibe,Expresses dislike for a dated sound reminiscent of earlier years.
Negative,Neutral,What an awful background choice for a equally awful(but great sounding) song.  Thanks TikTok and reels,Expresses strong disapproval of the background music choice.
Negative,Negative,this is awful,Expresses strong disapproval of the song.
Negative,Negative,Worst music video ever.,Expresses strong disapproval and declares it the worst music video.
Negative,Negative,Worst song ever made on 21st century. 😢,Expresses strong dissatisfaction and sadness about the song.
Negative,Positive,"Love these lyrics lol. ""I'm proud of you, lets do anal""",Contains offensive and inappropriate lyrics.
Neutral,Neutral,This and if you think im pretty just gives me vibes of an unkown weird power that makes me vibe by doing weird movements with my body.,"Combines appreciation for the song with a strange, unsettling sensory experience."
Positive,Positive,"so good, love if it had another verse",Expresses enjoyment and a desire for more content.
Neutral,Neutral,This gives old vibes combines with more modern vibes idk but i like it quite a lot,Combines appreciation for familiar and contemporary elements.
Positive,Positive,This a vibe 🤩,Expresses enthusiastic enjoyment of the song.
Negative,Negative,"these lyrics disgust me. Just when I wanted to share this with my woman, it says “I can hit it from the back so you don’t get attached” just when I had something to add to our love disco, the artist is a fuck boy ugh",Expresses strong disgust and insults directed at the artist.
Positive,Positive,What a tune!! Need to sample these vocals 🙏🏼,Expresses strong enthusiasm and a desire to use the vocals.
Positive,Neutral,2024 vibes 🤘,Expresses excitement and enthusiasm associated with the year 2024.
Positive,Positive,Perfect blend of nostalgic indie sounds and modern electronic vibes... well fucking done if i may say so myself,Expresses high praise and admiration for the song's musical combination.
Negative,Neutral,Charts these days are so strange. You can have high quality music with meaningful lyrics at the top of the chart but then also have songs like this with no meaning...,Criticizes the current state of music charts and their preference for meaningless songs.
Positive,Positive,I love the cure vibes I get from this song💖💯😎,Expresses enjoyment and enthusiasm with emojis.
