classificacao,sentimento_manual,comentario,justificativa
Negative,Negative,This has to be ai generated lyrics .,Expresses suspicion that the lyrics were not written by a human.
Neutral,Negative,"Not that anyone asked me, or would ever ask me, or cares that nobody asked me... But there was so much talk around Beyoncé doing this that I expected way, way more. (That beat is sweet, but too soft, it needs to drop harder... and Cowgirl Beyoncé I have yet to see, for in this video she is not.)",Expresses disappointment about expectations alongside a comment on the beat and a request for a different style from Beyoncé.
Positive,Negative,Love the deep sexy voice,Expresses admiration for the singer's vocal quality.
Negative,Negative,Worst Beyonce song yet,Expresses strong disapproval and declares it the worst song by Beyonce.
Negative,Negative,"THIS THE WORST ""country"" song EVER!!! 😂😂😂😂 DONT MAKE NO ALBUM this shit disrespectful to real country,",Expresses strong disapproval and insults the song's genre.
Negative,Negative,Came here to say i dont understand the hype it sounds awful,Expresses strong dislike and dismissal of the song's quality.
Positive,Positive,Lady Gaga vibe 🎉,Expresses enthusiastic appreciation for Lady Gaga's style.
Negative,Negative,This is truly one of the worst videos I've watched. Totally tasteless and NOT country.,Expresses strong disapproval and criticizes the video's content and genre.
Negative,Negative,"The lyrics on this album are ridiculously bad, lol. I bet she had people write these songs for her and she just smacked her name on them.😂",Expresses strong disapproval and disbelief about the quality of the lyrics.
Negative,Negative,No lyrics + no music = no clothes,Expresses frustration and a critical judgment about the lack of substance.
Negative,Negative,You can't sing country to save your life! 😂 stick to your awful generic pop music!!,Expresses strong disdain and ridicule of the singer's musical style.
Neutral,Neutral,Weird video. Good song. I don't feel the country vibe.,Expresses appreciation for the song while criticizing the video's style and lack of aural connection.
Negative,Negative,This is awful.,Expresses strong disapproval of the song.
Negative,Negative,This is awful🤢💩,Expresses strong disgust and negativity.
Neutral,Neutral,Is This song available to set as caller ringtone??,"Asks a question about availability, expressing interest without expressing a sentiment about the song itself."
Neutral,Negative,So what's the fuss on not acountry fan really although some l never really liked the old twangy stuff or the new she thinks my tractors sexy stuff but let's go back ok Charlie Pride he had a real country style but when Dean Martin started doing it that opened up the door for some country singers to take that approach then Ray Charles he lent his twist and that was an influence what about Freddy Fender and the TexMexs stuff oh sorry for being politically incorrect even if it did sound great  recently Tennessee whiskey with an Etta James beat love that Elvis he mixed it all up so what's the fuss with her   l don't get it,"A rambling, somewhat confused expression of appreciation for country music, lacking clear positive or negative sentiment."
Neutral,Negative,Frankiln ahh beat,"Short, nonsensical comment with no clear sentiment."
Negative,Negative,This is the worst song of the year. It's disgusting—just artificial trash made to make money,Strongly condemns the song as 'artificial trash'.
Negative,Positive,Worst video EVER. Someone's gotta say it out loud. Music- good. Lyrics- 🤔,Expresses strong dissatisfaction with the video.
Negative,Negative,"Worst song ,worst outfit ... Her voice 🙄",Expresses strong disapproval of the song and the artist's appearance.
Negative,Negative,Sounds awful! Her voice is not a fit at all. 😂😂😂,Expresses strong dislike of the singer's voice.
Negative,Negative,When  I envision hell I think about this song on repeat lol it’s god awful,Expresses strong dislike and uses negative descriptors.
Negative,Negative,"is it up for ""worst song of the year"" and ""worst music video ever""?",Expresses strong negative opinions and nominations for poor quality.
Neutral,Negative,"The music is dang cool, but do the lyrics actually contain or attempt to convey any message? If so, please explain. Not asking for a friend.",Praises the music but questions the lyrical content and seeks clarification.
Negative,Negative,"Hey Beyonce, word got out that a $1 million dollar bounty to take my life was contracted from the deep web to kill me.  You have done rituals against me and wicked evil when I didn’t even know you.  This isn’t the first from you but word is out of what you have been trying to kill me and this is going back even before I knew you but you had a lot to say about me.  You’ve been exposed for the bounty on me.",Expresses extreme fear and accusation against the artist.
Negative,Negative,Worst video ever,Expresses strong disapproval and negativity about the video.
Negative,Negative,This song is booty this is the worst “country” song I’ve ever heard why do people listen to this bull,"Uses harsh, insulting language to express strong dislike."
Negative,Neutral,"People are unbelievable just becaz she  dont have the yank in her tone means that it aint country. She is from Tennesse which is country as well. And if was sombody else who sang country like this y'all wouldn't be beating them down, its only because her husband is pdiddy thats why y'all so hateful caz when this was song was trending with the dance everybody loved it until pdiddy issues happened",Expresses hostility and prejudice based on her husband's celebrity status.
Neutral,Positive,Rolling Stone named bey's lemonade album best of the century. Yee-haw!,Expresses admiration for the award while adding a sarcastic and dismissive tone.
Neutral,Positive,cant tell what was annoying the song or the video on replay,Expresses confusion and inability to discern the issue.
Negative,Negative,Nah she needs to fold em. Texas NOT IN this video. Smdh... Embarrassing Texas... Nothing about Texas at all. Says more than them wasted lyrics will. Guarantee that video wasn't even made in Texas.,Expresses strong disapproval and criticism of the video's content and location.
Negative,Negative,This is probably the worst music video I have seen. Could have done so much better with it.,Strongly criticizes the music video as being exceptionally poor.
Negative,Negative,She’s not country! Her outfit is awful,Expresses dislike for the artist and their appearance.
Neutral,Neutral,"Worst video concept of all time. But brilliant marketing. Come for the music, stay for the nipslip potential.",Combines criticism of the video concept with acknowledgement of successful marketing tactics.
Negative,Negative,Worst song I have to hear at work in al long time,Expresses strong dislike and frustration with the song.
Neutral,Neutral,Great song. Awful video.,Praises the song but criticizes the accompanying video.
Negative,Negative,This is supposed to be country god awful,Strongly expresses disapproval and describes the music as awful.
Negative,Negative,Is this a copy of the cannon ball song with different lyrics?,Expresses suspicion of plagiarism and criticism of the song's similarity to another track.
Negative,Neutral,Why do all these so called female pop stars frel they have to show the riskay parts of there flesh off.  All generic and dumb ...wake up citizens dont pay to see future rotted flesh.,Criticizes female pop stars for objectifying themselves and deems their music generic.
Neutral,Neutral,The world is changing upside down Beyonce singing Country songs and Taylor swift singing pop synth songs,Expresses confusion and criticism of musical genre shifts.
Neutral,Negative,Not the worst song. But nothing special.,Expresses a lukewarm opinion with neither strong praise nor criticism.
Negative,Negative,She wants to slowly infiltrate and contaminate. Contaminate with lewd lyrics and videos. Their ultimate goal is to transform this genre so it no longer resembles what it has been for decades. Just like everything else.,Expresses strong disapproval and accusations of malicious intent.
Negative,Negative,This song is the worst song I've ever heard,Expresses extreme dissatisfaction and condemnation of the song.
Negative,Negative,Worst video ever! For a crappy piece of music. I didn’t care for Beyoncé before her country stage. Think she just torpedoed her career. And why would any videographer think the same clip over and over was a good idea? Couldn’t think of anything else? Hungover or something?,Strongly criticizes the video and Beyoncé's artistic choices.
Negative,Negative,https://youtu.be/JAhrMH3-KPo?si=-ssKn5GXtnId40-D in 1970s these guys Texas eared a feared regime…….  See what they can come up with against oppression.  As a concerned neighbor and fellow tribes man the orchestra is the process. Play it to the rhythm where them guns 🎉❤😂😂😂😂,Sarcastic and dismissive commentary referencing a potentially harmful historical context with excessive emojis.
Negative,Negative,"Didn’t she just copy madonna? She made a country song in 2000. Trust me, Beyoncé can’t write lyrics, dance moves, notes or anything. She just copy’s other and says she’s original",Strongly criticizes the artist's lack of originality and talent.
Negative,Neutral,Worst song ever turn it off already 🙄,Expresses strong disapproval and frustration with the song.
Neutral,Neutral,So reversed,"A simple, nonsensical statement with no clear sentiment."
Negative,Negative,"It’s like a pantomime of a “southern song” almost insulting. The dude shabiozey, he tapped into the true singer songwriter vibes though",Expresses strong disapproval and mockery of the song's style.
Negative,Negative,"These lyrics are low-IQ, meaningless babble, and this is not country music.",Strongly criticizes the lyrics as unintelligent and unsuitable for country music.
Positive,Negative,"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys ❤, A living Legend ❤",Expresses strong admiration and praise for Beyoncé's talent and legacy.
Neutral,Neutral,The song's good but the fact that she's just doing the same thing over and over again is just so annoying which is why I hated the song and then it grew on me but I still hate the fact that she does the same thing over and over again,"Expresses initial dislike due to repetition, but acknowledges eventual appreciation."
Negative,Negative,You ain’t broke the internet and you STILL HAVE NOT beat TAYLOR SWIFT…that’s what this is all about. Why make a music video doing the same thing???? Who else u gonna pay to stand up and complain when you don’t win another award,Expresses frustration and disappointment with the artist's actions.
Negative,Negative,This is awful it is awful she walks out with practically no shirt on she's trying to sing country when she's not a country girl and after all the allegations that come out I dropped her like a bad habit,Expresses strong disapproval and criticism of the artist's appearance and music.
Neutral,Negative,"I personally prefer lil Nas X country, catchy and fun‼️",Expresses a preference while acknowledging the song's qualities.
Negative,Negative,Horrible...her actions dont match the lyrics..its just her showing off her boobs. She needed to be dancing to the song which is quite good. Couldnt watch it.,Criticizes the artist's actions and finds the song disappointing.
Negative,Negative,"The fact that this even got an award ticks me off, vocals mid, lyrics mid, instrumental mid asf.",Expresses strong dissatisfaction with the award and criticizes the song's various elements.
Negative,Negative,What is the point in this music video worst music video in the world,Expresses strong disapproval and considers it the worst music video.
Neutral,Neutral,not a country song but catchy hip hop,Acknowledges a positive quality (catchy) while stating a negative genre classification.
Negative,Negative,"So, if I replace the 64's in my raps song for a horse and slip a guitar in with twang in it, I could be country, too?😅🤣😂 She's country like Tracy Adkins is. This has nothing to do with her race either. Black people are the OG cowboys if you don't know. It's just super hard to believe that SHE is in any way country. The big city life Diva over sang in all her old Hip Hop and R&B cuts and now she is over singing in country, too. Whatever. But, how much support would Alan Jackson get if his next album was Gansta Rap? You tell me. M.C. Hammer tried to switch from Gospel Rap to Gansta Rap and he got slaughtered for it. (M.C. Hammer is more gangsta than 99.9% of ""Gangsta Rappers"". For real.)That's in the same genre! Art Official Age as the late, great, greatest of all time, Price put it. (If you don't know, look it up.) There is a reason why Darius Rucker was able to cross over to country; he only had to slightly jump over a narrow gap. Beyonce has an ocean to cross to connect her old to new. But, that's only if you care about authenticity. If not, Beyonce is also the heaviest metal vocalist there has ever been. 🤘Hooray, Beyince!!!! You go , girl!!!",Expresses strong skepticism and ridicule towards Beyoncé's attempt to be a country artist.
Negative,Negative,i dont like how Beyoncé is wearing such reveling clothes.....and worst the vid just goes over ad over again.,Criticizes the artist’s clothing and repetitive video content.
Negative,Negative,She is washed up in hip hop so she jumps to country! Country don't want a grifting Freak Off freak. This sing is awful. Wake up,Strongly condemns the artist and the song with insults and accusations.
Positive,Neutral,My man been overseas 9 months and he finally otw home 😚,Expresses joyful anticipation and excitement.
Neutral,Positive,Her country lyrics are so groundbreaking,"Expresses both praise and criticism, implying originality while also suggesting a negative opinion."
Negative,Neutral,"I love Beyonce, but she never should have won that award for best country music award. There were better country songs with better lyrics. She won it because of who she is, not because of the song. Park your Lexus?  The dive bar we always thought was nice? If anything it was a parody of what country music songs are about. The end that was like R&B...complete BS that she won.",Strongly criticizes Beyonce's win and claims it was undeserved.
Negative,Neutral,"Wow these lyrics are unbelievably stupid, and don't get me started on the video....",Expresses strong disapproval of both the lyrics and the video.
Negative,Negative,Awful “music.”  Disgraceful to the genre.,Strongly condemns the music as awful and a disgrace to the genre.
Negative,Negative,"Country music originated from African.  A beat and the telling stories to the beat.  Country music is so close to Rap, when they hate each others’ music, they’re fools.  Same with Judaism, Islam and Christianity.  All Abrahamic.  Judaism is older than Christianity did better marketing/war.  Then the youngest religion, Islam, was so ‘cheated,’ they wanted to keep their land.",Expresses strong criticism and historical inaccuracies about music genres and religions.
Neutral,Neutral,Reverb is crazy,"A simple observation about the audio effect, lacking any strong emotional content."
Negative,Neutral,I don’t understand how this album got album of the year when Billie put her heart into all the videos and everything and this girl took a 12 second loop and with the same loop music in the back with different vocals…,Expresses disbelief and criticism of the artist's process and perceived lack of effort.
Neutral,Neutral,"I hear “ she gives me money, when I’m in need” notes at “ there is tornado in my city”",References to both positive ('gives me money') and negative ('tornado') elements.
Neutral,Neutral,Universe is here ✨chariot strength and death ⚖temprence as above so below and Malcom stuck in medium,Combines appreciation for the song's themes with a critical observation about its structure.
Negative,Negative,Why the Fuck she dressed like that? Country isn’t about selling your body and the lyrics are terrible,Strongly condemns the artist's appearance and criticizes the lyrics.
Positive,Positive,"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys ❤.A living Legend ❤",Expresses enthusiastic praise and admiration for Beyoncé.
Negative,Negative,This song is annoying as hell,Expresses strong annoyance and criticism.
Negative,Negative,one of the most horrible kitch songs ever. and what about those super bad effects and noises?,Expresses strong disapproval and criticizes the song’s quality and production.
Positive,Neutral,Tommy Johansson does a funnier upbeat version  Go check him out,Encourages listeners to explore another artist's content.
Neutral,Neutral,Power rangers unite. Form the tornado 🌪️ JESUS CHRIST JESUS and let gummy bears bounce power rangers united and fly in the tornado 🌪️ JESUS CHRIST JESUS. Power rangers with the wisdom and power of God JESUS CHRIST sons and daughters. Power rangers unite let us see TRUTH today. Let us speak truth. Let us hear truth. I speak JESUS in everything and everyone wanting to speak JESUS in spirit and TRUTH through prayer wishes hopes dreams visions physical and emotional realms. JESUS lead and guide us and let us all become true power rangers united for you JESUS.,Combines enthusiastic praise with religious invocation and potentially disruptive messaging.
Negative,Negative,Is there an award for worst music video of all time?,Expresses a critical and dismissive opinion about the music video.
Negative,Negative,That day the music died!! Worst tune ever.,Strongly expresses intense dislike for the song.
Negative,Negative,el video mas horrible de la historia.. y la cancion mas generica de la historia,Strongly criticizes the video and song as awful and generic.
Negative,Negative,one of the worst songs ive ever heard,Expresses strong disapproval and deems the song terrible.
Neutral,Negative,I don’t think the song is horrible but Grammy no way I don’t have a problem with her trying something new never a Beyoncé fan but the song is catchy .,Expresses a neutral opinion with both criticism and a positive acknowledgement of the song's catchiness.
Neutral,Neutral,"Song is catchy. The video, not so much.",Acknowledges the song's catchiness while criticizing the video.
Negative,Negative,"I never heard a song from this whole album, only this annoying one from TikTok ads",Expresses annoyance and dismissal of the song.
Negative,Negative,if this beats the beatles at the grammys im gonna be mad,Expresses anger and disbelief at a perceived injustice.
Negative,Negative,Awful!,Expresses strong disapproval of the song.
Negative,Negative,A generic song go back to what you do best,Criticizes the song as unoriginal and lacking in quality.
Negative,Neutral,"the song is ok. it is catchy but that outfit is so ugly, if she is gonna do a country video, dress country in like levi's plaid shirt  cowboy hat and boots, she can show cleavage but damn that outfit hairstyle an makeup look like she was in mad max movie .. might as well be a ho if u are gonna dress like one.. .. that outfit does not fit with the song at all, no way",Criticizes the music video outfit as ugly and inappropriate.
Negative,Negative,This is a piss poor excuse for country wtf happened to the genre for this to win the grammy she's basically stills doing the same music just in a lower tone n to a slightly different style beat it's sad,Expresses strong disapproval and criticism of the song and its genre recognition.
Neutral,Neutral,Antonette Course,A simple name reference with no expressed sentiment.
Neutral,Neutral,After listening to the song i can understand why many (other than the culture war grifters) do not really consider this song to be country. this sounds like slightly less generic mainstream pop which it essentially is to my ears.,Criticizes the song as generic pop but acknowledges some positive aspects.
Negative,Neutral,MAMMIE BARRY you tube channel/5#@$MUMMY TOMBSTONE45😮BUY outy c45😢❤🍓🤓⚰️🤡💰📜🙃⚽️♟️♟️♟️♟️♟️⚰️🧤🍓😅😮😢🎉😂❤3,Contains offensive and nonsensical elements combined with negative emojis.
Negative,Positive,what a shit garbage of music😢trash+trash+trash😢its more streptiz then music😂60s 70s 80s best music of all time😊abba😊queen😊led zeppelin😊deep purple😊blondie😊police😊u2 and so on....,Expresses strong dissatisfaction and uses derogatory terms to describe the music.
Negative,Neutral,"Absolutely stupid video…nothing to do with the lyrics, just selling sex.",Expresses strong disapproval and accuses the video of being exploitative.
Neutral,Neutral,Opening notes remind me of Gretchen Wilson’s Redneck Woman https://youtu.be/82dDnv9zeLs?si=G2FWKp-HCcPxtqn4,Acknowledges a positive comparison while also stating a negative opinion.
Negative,Negative,"To all the people saying ""its a visualiser"" what the hell is a visualiser?? Is that the thing we're calling the little looped videos they use for Spotify or something? Can we call it something else given that ""visualiser"" is a generic word?",Expresses confusion and criticism of the term 'visualiser'.
Negative,Negative,This song is awful,Expresses strong disapproval and judgment of the song.
Neutral,Negative,Is this looping worst music video ever but Beyonce is looking good 😂,Expresses criticism of the video while acknowledging Beyoncé's appearance.
Negative,Positive,"Catchy tune, but is this the best they could do for a video?!!!!!😮",Expresses disappointment and criticism of the video's quality.
