classificacao,comentario,justificativa
Negative,"Já assisti  videoclipe ruim,mas esse foi a pior merda de todos os tempos!",Strongly expresses intense dislike and considers it the worst song ever.
Negative,"Sick as beat, once again terrible music  video. There was so many things that he could of done with this smh",Expresses disappointment and criticism of the music video.
Neutral,This Is Reverse The Substance Vibes 😂,"A playful, sarcastic comment with no strong positive or negative sentiment."
Negative,Noooo wayyyy weekend just used the Brazilian beat in his music,Expresses frustration and disappointment about the use of a specific musical element.
Positive,Beat and lyrics fire tho.,Expresses strong approval of the song's beat and lyrics.
Negative,"Bem que o povo fala fim dos tempor, lixo",Expresses disdain for the song as 'lixo' (trash).
Negative,worst mv I've ever seen.... I'm literally traumatized,Expresses extreme distress and negativity about the music video.
Neutral,The just beats big bad wolf😭😭😭,Expresses emotive reaction (crying emojis) without explicitly positive or negative judgment.
Negative,Illuminati effects ✅,Suggests a conspiracy theory and implies a negative judgment.
Negative,Vibe vs Video - un beatable too creepy,Expresses discomfort and a negative assessment of the video's atmosphere.
Negative,"Para os crentes desviados, que conhecem a palavra da biblia, e por algum motivo abandonou,   ver essa coisa aqui q chama de video clip,  e voltem p Jesus o quanto é tempo, a abominação ta na cara😢",Expresses religious condemnation and disapproval of the music video.
Negative,"Gave pain physical, mental, spiritual, animal, emotional, global, trivial, cordial, superficial, impartial, moral, primordial, formal, partial, conventional, timeless, spatial, spinal, exceptional, intellectual, substantial, informal, rational, ancestral, radical, banal, conceptual, capital, fundamental, social, virtual, professional, sensorial, digital, potential, natural, ideal, material, abysmal, unconstitutional, original, factual, personal, marginal, colossal, irrational, literal, conditional, traditional, outsized, paradoxical, unilateral, nominal, interpersonal, purposeful, proportional, nominal, memorial, camp, socio-environmental, immoral, main, normal, sentimental, plural, state, supernatural, celestial, Sunday, universal, ritual, impersonal, institutional, pluvial, confidential, individual, functional, conditional, interstate, fraternal, maternal, material, social, current, temporal, providential pain physical, mental, spiritual, animal, emotional, global, trivial, cordial, superficial, impartial, moral, primordial, formal, partial, conventional, timeless, spatial, spinal, exceptional, intellectual, substantial, informal, rational, ancestral, radical, banal, conceptual, capital, fundamental, social, virtual, professional, sensorial, digital, potential, natural, ideal, material, abyssal, unconstitutional, original, factual, personal, marginal, colossal, irrational, literal, conditional, traditional, outsized, paradoxical, unilateral, nominal, interpersonal, purposeful, proportional, nominal, memorial, arraial, socio-environmental, immoral, main, normal, sentimental, plural, state, supernatural, celestial, dominical, universal, ritual, impersonal, and everything that ends with ""al""",Overwhelming and nonsensical list of words indicates strong dissatisfaction and criticism.
Positive,Full vibe on this song 🔥🔥🔥🔥,Expresses enthusiastic enjoyment with fire emojis.
Negative,"Scheußlich. Grauenhaft. Die meisten Songs hast Du geklaut, bevor die Leute mit AI Musik machen konnten. Du hast Dir keinen Song selber ausgedacht. Es erinnert mich an den Film ""The Beatles"".","Expresses strong negative opinions, accusing the artist of plagiarism and poor creativity."
Negative,"A parte da Anita acabou com a música, como pode acabar com a música com tão pouco tempo!!!",Expresses frustration and disappointment about Anita's contribution to the music.
Positive,Love it so fucking hot especially The Weeknd’s part but anitta did her thing for me singing her verses even tho I don’t even know what I’m saying lmaooo,Expresses strong enjoyment of the song and highlights specific parts.
Positive,Gives me the Teriyaki Tokyo Drift vibes at the start.,Evokes a nostalgic and enjoyable musical association.
Positive,LOLOL looks so stupid 😂 I vibe with the song though,"Despite the initial criticism, the commenter expresses a positive connection with the song."
Negative,why every song english has worst videos presentation. Don't you guys have any creative or simple idea for video.,"Expresses criticism of the video presentation, suggesting a lack of creativity."
Negative,"some vids have deep meaning behind them, what the fuck was this",Expresses strong disapproval and confusion.
Positive,"Reminds me of ""Basket Case"", if u know u know... Lovin the beat😅...🙏",Expresses enjoyment and references a positive comparison.
Negative,O que essa mulher tá virando com o passar do tempo?,Expresses concern and disapproval about the artist's evolution.
Neutral,the song is so catchy but hmm. you know that,Expresses a slight positive sentiment with a hesitant qualifier.
Positive,"Getting real David Lynch vibes, love it",Expresses enjoyment and association with a respected artist (David Lynch).
Negative,The worst videoklip whaiˇt i ever seen,Expresses strong disapproval and identifies the video as the worst ever seen.
Negative,"Fim dos tempos,o que serão dos nossos filhos....😮",Expresses concern and anxiety about the future.
Negative,just awful,Uses the strong negative descriptor 'awful'.
Negative,Reminds me of the annoying Orange video. Bahahaha,"Expresses dislike and annoyance, referencing a previously criticized video."
Negative,É o fim dos tempos msm,Expresses a pessimistic and apocalyptic sentiment.
Neutral,alr The LYRICS ARE FIRE AS ALWAYS BUT while watching the music video I'm like WTF did I just see?,Expresses appreciation for the lyrics alongside confusion about the music video.
Neutral,Don't check the lyrics and what they mean,Expresses a lack of interest in the lyrical content.
Negative,"What an awful song lol. Anitta is basically a crappy rapper. I'd rather listen to ""I can't Fucking Sing"" on repeat than listen to this again.","Strongly criticizes the song and artist with harsh, dismissive language."
Negative,Shit reminded me of Annoying Orange,The comment uses a derogatory term and expresses a dislike for the video.
Negative,"Meu Deus, Anitta, vai dormir! Nem tudo convém, minha filha! Se preserva um pouco! Kkk  They took the worst type of funk from Rio, put a singer from Rio, put a talking belly on her...  and called it São Paulo. 🤷‍♀️ Nothing makes sense in this video.",Expresses frustration and disbelief about the music video's content and production.
Negative,NO ONE SAYS NO TO MOLESTED CASTRATED DOGBEATER FULLSAIL VIP DOUG 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,Contains highly offensive and disturbing language.
Negative,what does this music video even have to do with the lyrics 😭,Expresses confusion and disappointment regarding the video's connection to the song's lyrics.
Negative,Porque sou curiosa perdi tempo vendo esse lixo,Expresses disappointment and dislikes the video as 'trash'.
Negative,Até o demônio tá passando vergonha com isso 😅 para para que dá tempo,Expresses extreme disapproval and embarrassment.
Positive,Beyonce renaissance vibe,Expresses enjoyment of the song’s resemblance to Beyoncé’s Renaissance album.
Neutral,Some 'Cafe Flesh' (1982) vibes on this one...,"References a specific song/album, indicating a connection but not a strong positive or negative judgment."
Negative,Clipe mais medonho e ridículo de todos os tempos. Anita sendo Anita. Ridícula.,Expresses strong dislike and ridicule of Anita's performance.
Negative,Pra que? Só pra que? Eu gostava da vibe da suas musicas mas essa nao foi boa nao nem o clipe e nem a letra da musica só digo isso,Expresses dislike of the song and music video with a simple negative assertion.
Neutral,All you guys are just traumatized with the video because you have no idea what she is actually saying on the lyrics. Hahaha!,Expresses a dismissive opinion about listener interpretations.
Positive,"I take back my words... the lyrics are also disgusting... take care of your body from the waist up, like the heart, the brain, the soul.😵‍💫",Expresses appreciation for a previously criticized aspect of the song.
Negative,the worst music video clip I have ever seen,Expresses strong disapproval and condemnation of the music video.
Negative,Best song with worst vedio ever in history,Expresses strong dissatisfaction with both the song and the music video.
Negative,"Bro the lyrics are bad but the video is... HORRIBLE (I have the right to speak, I'm Brazilian)",Expresses strong disapproval of the lyrics and describes the video as horrible.
Negative,The Substance vibes completamente innecesario,Expresses disapproval with a Spanish phrase indicating unnecessary addition.
Positive,GOOD VIBE FEELING RIDING I LIKE IT SONG,Expresses enjoyment and positive feelings about the song.
Negative,If you told me 5 years ago when after hours came out with the amazing videos he had at the time that it would lead to the worst music video of all time I genuinely wouldn’t have believed you😂,Expresses disbelief and criticism regarding the music video.
Negative,"Tbh I can't decide what is worst, the videoclip or the song, good job doing one of the worst musics ever!",Expresses strong dislike for both the music video and the song.
Neutral,I get Alien vs Predator vibes,References a movie franchise without expressing a clear positive or negative opinion.
Negative,The worst music of The Weeknd's entire musical career,Strongly criticizes The Weeknd's music as the 'worst' of his career.
Negative,This is the worst song I've ever heard,Expresses extreme dissatisfaction and declares it the worst song ever.
Negative,Awful video.,Expresses strong disapproval of the music video.
Negative,this video just cut out the vibe in me! WTF is this?,Expresses frustration and disappointment with the abrupt cut in the video.
Neutral,"The rhythm reminds me of ""Rollin' & Scratchin'"" by Daft Punk... Since his collaboration with them, some of his hits. remind me of robots.","Compares the song’s rhythm to Daft Punk, presenting a neutral observation."
Negative,bro her belly looks like annoying orange meme,Uses a mocking and unflattering comparison.
Positive,Someone please convert this to a jersey Club beat. ITS SO CLOSE to being great.,"Expresses a desire to improve the song, indicating a positive feeling about its potential."
Negative,Very annoying 😮. This is hard to watch for pragency womens,Expresses frustration and annoyance with the video.
Negative,The worst thing is her sensualizing that belly with her mouth 😢😢,Expresses disgust and disapproval of the artist's appearance.
Negative,wow this is the worst video I have ever seen,"Expresses extreme dissatisfaction and declares it the ""worst video""."
Positive,What a hard beat!,Expresses positive appreciation for the song's rhythmic intensity.
Negative,this is the worst song and clip i ver watch,Expresses strong disapproval and claims it's a terrible song and video.
Negative,"This is the worst shit I have seen lately. Why? I just ask you that, why would you associate yourself to the lowest in Brazil? This woman represents all that is shameful and horrible in Brazil and she does not even care that she is damaging even further the already absurdly damaged ""reputation"" this country has abroad. The lyrics are horrendous and her performance in the video is even worse. Just disappointed.",Expresses strong disapproval and insults directed at the artist and the country.
Positive,Lords of Acid vibes,References a highly praised and positive musical style/artist.
Neutral,"The lyrics are horrible, but the beat is dope",Expresses conflicting opinions – criticism of lyrics and praise for the beat.
Negative,why am i hearing the tokyo drift melody,Expresses annoyance and criticism of a musical similarity.
Negative,"This is disturbing, and the lyrics are just horrible. The Weekend, you can do better than this, this collab not a good ideia. Jesus",Expresses strong disapproval and criticism of the song and collaboration.
