comment,user_name,date,likes,compound,sentiment,sentimento_manual
"I do not listen to country that much but this is not country.. The country is about the singer, not the instruments. Beyonce sings like a pop artist, even in this and her lyrics are dull because she can not sing country.. She did not put much effort in to adding the quirks that country singers are doing to make their songs sound like country. Beyonce won because she is famous and are in a good position with the once who decide who will win or not. It is dumb how famous artists just ride the wave once they get famous and get praised for mediocre stuff. Songs like these are a humiliation towards those who live and breathe country when they are robbed out of awards that should be theirs.",@JeEhaO,2025-02-10T10:01:10Z,1,0.9819,Positive,Negative
This is the worst video I've ever seen and the song isn't very good ether she is way better at rnb,@FrancesBranham-o5f,2024-11-20T05:05:47Z,1,-0.589,Negative,Negative
Worst song ever heard,@atsathonger748,2025-02-08T08:49:40Z,1,-0.6249,Negative,Negative
e uma diva de todos tempos. simplesmente a melhor,@DuarteMonteiro-ro2pg,2024-12-10T22:39:26Z,1,0.0,Neutral,Negative
👎👎👎 Using body for view is dirty and the song is bad and vocal too,@mohadesen813,2024-11-27T22:08:55Z,1,-0.7506,Negative,Negative
Terrible terrible video.  Worst ever.,@Mcvthree3,2024-08-31T11:57:39Z,1,-0.8834,Negative,Negative
"Music, lyrics 🎉, video 💩.",@AKAyourdad2458,2024-05-23T11:55:52Z,1,0.4019,Positive,Neutral
This is awful... and what's with the nakedness,@danaysalvarado367,2025-02-04T03:13:04Z,1,-0.4588,Negative,Negative
"Good song., but video awful",@dontgothere4079,2024-08-17T09:52:16Z,1,-0.4678,Negative,Neutral
best song worst vid,@SallyGray-wc1tb,2024-05-22T23:27:26Z,1,0.0258,Neutral,Neutral
The worst song i ever heard,@Freaky_Finn,2025-02-18T14:18:35Z,1,-0.6249,Negative,Positive
How bout come up with your own lyrics infringement is illegal,@ChelseaCarter-x5w,2025-07-26T01:57:58Z,1,-0.7717,Negative,Negative
"Sorry, a super song, but a monotonous video!",@traudesalzer8733,2024-05-20T17:35:10Z,1,0.3802,Positive,Negative
"Like she ever went to a Cowboy dive bar. Worst video I've ever seen. The only ""good"" thing is the banjo.",@janward6044,2025-06-29T17:04:22Z,1,0.0772,Positive,Negative
"Beatiful,talented, but you ain’t country",@brianmasterson8269,2025-02-07T03:00:52Z,1,0.0,Neutral,Negative
Worst video I’ve ever seen. Bizarre,@snsdb42,2025-02-09T19:56:28Z,1,-0.7506,Negative,Negative
worst song ever created,@Ruf420,2024-06-15T06:06:50Z,1,-0.4767,Negative,Negative
And she beat Taylor how not that I really like Taylor but Taylor is way better,@GeneCampbell-k4m,2025-02-16T13:53:52Z,1,0.6953,Positive,Negative
Sad that she feels the need to oversexualize herself to sell records.,@clapforboobies5892,2024-06-05T16:34:31Z,1,-0.4767,Negative,Negative
Me remixing the song with Arabic beats to start a moral war in the Middle East,@jaydoch,2024-10-27T12:47:09Z,1,-0.5994,Negative,Negative
Most annoying song of 2024…,@andrzejpaweczyk3811,2024-05-15T12:35:42Z,1,-0.4576,Negative,Negative
This is awful. Both the song and this stupid “visual”.🤢🤢🤢,@amandawilliams7119,2024-12-27T01:30:51Z,1,-0.7906,Negative,Negative
"Idk what the hype is about this song, it's annoying",@kellyarsenault2697,2024-06-05T12:53:41Z,1,-0.4767,Negative,Negative
The video is repetitive.,@BGL111,2024-10-07T03:34:01Z,1,-0.25,Negative,Negative
The worst song ever,@shamrockinstallations727,2024-05-22T19:37:27Z,1,-0.6249,Negative,Negative
The worst song shes ever made in her career,@2ndAmmendmentAmerican,2024-06-03T00:16:47Z,1,-0.6249,Negative,Negative
This has to be ai generated lyrics .,@Burnit10,2025-02-03T22:28:11Z,1,0.0,Neutral,Negative
"Not that anyone asked me, or would ever ask me, or cares that nobody asked me... But there was so much talk around Beyoncé doing this that I expected way, way more. (That beat is sweet, but too soft, it needs to drop harder... and Cowgirl Beyoncé I have yet to see, for in this video she is not.)",@TheSpookyGreenGlow,2024-05-22T00:56:15Z,1,0.5187,Positive,Negative
Love the deep sexy voice,@Karen-pv6gt,2024-05-08T04:24:11Z,1,0.8225,Positive,Negative
Worst Beyonce song yet,@Lil_shocky,2024-05-08T11:10:23Z,1,-0.6249,Negative,Negative
"THIS THE WORST ""country"" song EVER!!! 😂😂😂😂 DONT MAKE NO ALBUM this shit disrespectful to real country,",@JustinCase-e6m,2024-12-19T15:35:21Z,1,0.6677,Positive,Negative
Came here to say i dont understand the hype it sounds awful,@yuliayane6928,2024-06-02T13:52:03Z,1,-0.4588,Negative,Negative
Lady Gaga vibe 🎉,@miissknowiitall,2024-06-03T21:45:56Z,1,0.4019,Positive,Positive
This is truly one of the worst videos I've watched. Totally tasteless and NOT country.,@kylegardner5384,2024-05-15T19:20:55Z,1,-0.296,Negative,Negative
"The lyrics on this album are ridiculously bad, lol. I bet she had people write these songs for her and she just smacked her name on them.😂",@allfacts19,2025-02-04T06:05:46Z,1,-0.0516,Negative,Negative
No lyrics + no music = no clothes,@peritonitida8269,2024-08-24T14:00:11Z,0,-0.6808,Negative,Negative
You can't sing country to save your life! 😂 stick to your awful generic pop music!!,@lawnmower72,2024-05-26T14:07:37Z,0,0.6093,Positive,Negative
Weird video. Good song. I don't feel the country vibe.,@dinodave220,2024-09-09T21:59:18Z,0,0.296,Positive,Neutral
This is awful.,@ChristiColonel,2025-02-05T16:27:27Z,0,-0.4588,Negative,Negative
This is awful🤢💩,@ChristiColonel,2025-02-05T16:25:04Z,0,-0.4588,Negative,Negative
Is This song available to set as caller ringtone??,@rajathl,2024-06-09T21:42:54Z,0,0.0,Neutral,Neutral
So what's the fuss on not acountry fan really although some l never really liked the old twangy stuff or the new she thinks my tractors sexy stuff but let's go back ok Charlie Pride he had a real country style but when Dean Martin started doing it that opened up the door for some country singers to take that approach then Ray Charles he lent his twist and that was an influence what about Freddy Fender and the TexMexs stuff oh sorry for being politically incorrect even if it did sound great  recently Tennessee whiskey with an Etta James beat love that Elvis he mixed it all up so what's the fuss with her   l don't get it,@johnwilson6319,2025-02-04T20:21:47Z,0,0.9712,Positive,Negative
Frankiln ahh beat,@JaysYoshiYT,2024-06-06T00:34:23Z,0,0.0,Neutral,Negative
This is the worst song of the year. It's disgusting—just artificial trash made to make money,@-BOSSX-,2024-06-28T08:13:06Z,0,-0.6249,Negative,Negative
Worst video EVER. Someone's gotta say it out loud. Music- good. Lyrics- 🤔,@Dogimom,2025-02-04T02:42:30Z,0,-0.296,Negative,Positive
"Worst song ,worst outfit ... Her voice 🙄",@sannusaj1194,2024-10-10T15:37:40Z,0,-0.8481,Negative,Negative
Sounds awful! Her voice is not a fit at all. 😂😂😂,@TiMbO_sLyCe,2024-06-09T13:17:51Z,0,0.597,Positive,Negative
When  I envision hell I think about this song on repeat lol it’s god awful,@MrZmoney420,2024-11-08T17:45:47Z,0,-0.5719,Negative,Negative
"is it up for ""worst song of the year"" and ""worst music video ever""?",@OlgaSh-m6q,2024-11-09T18:42:14Z,0,-0.8481,Negative,Negative
"The music is dang cool, but do the lyrics actually contain or attempt to convey any message? If so, please explain. Not asking for a friend.",@boeloboelens6843,2024-06-26T10:40:35Z,0,0.836,Positive,Negative
"Hey Beyonce, word got out that a $1 million dollar bounty to take my life was contracted from the deep web to kill me.  You have done rituals against me and wicked evil when I didn’t even know you.  This isn’t the first from you but word is out of what you have been trying to kill me and this is going back even before I knew you but you had a lot to say about me.  You’ve been exposed for the bounty on me.",@MerrilyOttomanelli-z5g,2025-07-28T18:50:26Z,0,-0.9408,Negative,Negative
Worst video ever,@shellyscathouse173,2024-05-31T10:31:19Z,0,-0.6249,Negative,Negative
This song is booty this is the worst “country” song I’ve ever heard why do people listen to this bull,@11dennyhamlin11,2024-08-13T17:36:47Z,0,-0.6249,Negative,Negative
"People are unbelievable just becaz she  dont have the yank in her tone means that it aint country. She is from Tennesse which is country as well. And if was sombody else who sang country like this y'all wouldn't be beating them down, its only because her husband is pdiddy thats why y'all so hateful caz when this was song was trending with the dance everybody loved it until pdiddy issues happened",@innerthoughtsshared,2025-02-10T17:17:04Z,0,0.7693,Positive,Neutral
Rolling Stone named bey's lemonade album best of the century. Yee-haw!,@Shaunjohnson885,2025-01-11T17:09:42Z,0,0.6696,Positive,Positive
cant tell what was annoying the song or the video on replay,@angeldemeza02,2024-09-10T13:58:02Z,0,-0.4019,Negative,Positive
Nah she needs to fold em. Texas NOT IN this video. Smdh... Embarrassing Texas... Nothing about Texas at all. Says more than them wasted lyrics will. Guarantee that video wasn't even made in Texas.,@marandascott5309,2024-07-01T03:25:36Z,0,-0.6666,Negative,Negative
This is probably the worst music video I have seen. Could have done so much better with it.,@amdidlo,2025-06-21T16:49:38Z,0,-0.2315,Negative,Negative
She’s not country! Her outfit is awful,@LindaSharumlinda,2025-02-03T14:44:36Z,0,-0.5093,Negative,Negative
"Worst video concept of all time. But brilliant marketing. Come for the music, stay for the nipslip potential.",@sebastians320,2024-05-07T07:35:38Z,0,0.5647,Positive,Neutral
Worst song I have to hear at work in al long time,@aize1459,2024-05-09T18:38:35Z,0,-0.6249,Negative,Negative
Great song. Awful video.,@thanasisknisovitis1129,2024-05-11T06:53:42Z,0,0.2732,Positive,Neutral
This is supposed to be country god awful,@sirzechslucifer96,2024-12-29T08:53:44Z,0,-0.2263,Negative,Negative
Is this a copy of the cannon ball song with different lyrics?,@playboycharmed1,2025-03-13T01:15:10Z,0,0.0,Neutral,Negative
Why do all these so called female pop stars frel they have to show the riskay parts of there flesh off.  All generic and dumb ...wake up citizens dont pay to see future rotted flesh.,@Mic-oi5kb,2024-06-19T08:11:43Z,0,-0.4596,Negative,Neutral
The world is changing upside down Beyonce singing Country songs and Taylor swift singing pop synth songs,@TheM1988z,2025-02-07T04:03:32Z,0,0.2023,Positive,Neutral
Not the worst song. But nothing special.,@mercedes_1996,2025-02-05T18:02:38Z,0,-0.1877,Negative,Negative
She wants to slowly infiltrate and contaminate. Contaminate with lewd lyrics and videos. Their ultimate goal is to transform this genre so it no longer resembles what it has been for decades. Just like everything else.,@plicdat5474,2024-06-23T13:26:54Z,0,0.0056,Neutral,Negative
This song is the worst song I've ever heard,@tgxiexl,2025-02-04T05:39:41Z,0,-0.6249,Negative,Negative
Worst video ever! For a crappy piece of music. I didn’t care for Beyoncé before her country stage. Think she just torpedoed her career. And why would any videographer think the same clip over and over was a good idea? Couldn’t think of anything else? Hungover or something?,@sanken211,2024-06-21T14:15:31Z,0,-0.5318,Negative,Negative
https://youtu.be/JAhrMH3-KPo?si=-ssKn5GXtnId40-D in 1970s these guys Texas eared a feared regime…….  See what they can come up with against oppression.  As a concerned neighbor and fellow tribes man the orchestra is the process. Play it to the rhythm where them guns 🎉❤😂😂😂😂,@FarhanGuled-Afrikanische,2024-12-28T21:06:01Z,0,0.9493,Positive,Negative
"Didn’t she just copy madonna? She made a country song in 2000. Trust me, Beyoncé can’t write lyrics, dance moves, notes or anything. She just copy’s other and says she’s original",@lukasm8990,2025-06-23T19:05:36Z,0,0.6808,Positive,Negative
Worst song ever turn it off already 🙄,@badinthecityy5234,2025-04-23T22:58:19Z,0,-0.6249,Negative,Neutral
So reversed,@KellyTseunis,2024-06-24T22:00:19Z,0,0.0,Neutral,Neutral
"It’s like a pantomime of a “southern song” almost insulting. The dude shabiozey, he tapped into the true singer songwriter vibes though",@eric_wiley,2024-07-30T19:43:34Z,0,0.3384,Positive,Negative
"These lyrics are low-IQ, meaningless babble, and this is not country music.",@oakeyb,2025-02-05T17:31:44Z,0,-0.4404,Negative,Negative
"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys ❤, A living Legend ❤",@fernandodiniz6029,2024-11-23T22:13:45Z,0,0.926,Positive,Negative
The song's good but the fact that she's just doing the same thing over and over again is just so annoying which is why I hated the song and then it grew on me but I still hate the fact that she does the same thing over and over again,@Animal_lover1621,2024-06-24T22:40:11Z,0,-0.9488,Negative,Neutral
You ain’t broke the internet and you STILL HAVE NOT beat TAYLOR SWIFT…that’s what this is all about. Why make a music video doing the same thing???? Who else u gonna pay to stand up and complain when you don’t win another award,@leahfall-mo3cu,2024-06-25T09:04:44Z,0,0.5514,Positive,Negative
This is awful it is awful she walks out with practically no shirt on she's trying to sing country when she's not a country girl and after all the allegations that come out I dropped her like a bad habit,@AliceFarretta-sg2st,2024-10-30T13:03:21Z,0,-0.8481,Negative,Negative
"I personally prefer lil Nas X country, catchy and fun‼️",@simonetta-ta,2024-11-25T11:37:51Z,0,0.5106,Positive,Negative
Horrible...her actions dont match the lyrics..its just her showing off her boobs. She needed to be dancing to the song which is quite good. Couldnt watch it.,@maddyL1234,2024-05-19T18:30:54Z,0,0.4927,Positive,Negative
"The fact that this even got an award ticks me off, vocals mid, lyrics mid, instrumental mid asf.",@Dreed-z1d,2025-02-08T22:13:47Z,0,0.5423,Positive,Negative
What is the point in this music video worst music video in the world,@NakitaCooper-s1q,2024-07-24T20:20:29Z,0,-0.6249,Negative,Negative
not a country song but catchy hip hop,@ThtFluffyGuy,2025-02-08T09:23:18Z,0,0.0,Neutral,Neutral
"So, if I replace the 64's in my raps song for a horse and slip a guitar in with twang in it, I could be country, too?😅🤣😂 She's country like Tracy Adkins is. This has nothing to do with her race either. Black people are the OG cowboys if you don't know. It's just super hard to believe that SHE is in any way country. The big city life Diva over sang in all her old Hip Hop and R&B cuts and now she is over singing in country, too. Whatever. But, how much support would Alan Jackson get if his next album was Gansta Rap? You tell me. M.C. Hammer tried to switch from Gospel Rap to Gansta Rap and he got slaughtered for it. (M.C. Hammer is more gangsta than 99.9% of ""Gangsta Rappers"". For real.)That's in the same genre! Art Official Age as the late, great, greatest of all time, Price put it. (If you don't know, look it up.) There is a reason why Darius Rucker was able to cross over to country; he only had to slightly jump over a narrow gap. Beyonce has an ocean to cross to connect her old to new. But, that's only if you care about authenticity. If not, Beyonce is also the heaviest metal vocalist there has ever been. 🤘Hooray, Beyince!!!! You go , girl!!!",@tonycasaus3039,2025-08-09T16:46:48Z,0,0.9835,Positive,Negative
i dont like how Beyoncé is wearing such reveling clothes.....and worst the vid just goes over ad over again.,@ItzMrbadg7y,2024-05-22T11:21:20Z,0,-0.7359,Negative,Negative
She is washed up in hip hop so she jumps to country! Country don't want a grifting Freak Off freak. This sing is awful. Wake up,@ChristiColonel,2025-02-05T16:26:57Z,0,-0.8524,Negative,Negative
My man been overseas 9 months and he finally otw home 😚,@ThuggyMeadow,2025-06-22T15:53:22Z,0,0.5719,Positive,Neutral
Her country lyrics are so groundbreaking,@SunshineNrain-y5e,2024-10-27T01:41:53Z,0,0.0,Neutral,Positive
"I love Beyonce, but she never should have won that award for best country music award. There were better country songs with better lyrics. She won it because of who she is, not because of the song. Park your Lexus?  The dive bar we always thought was nice? If anything it was a parody of what country music songs are about. The end that was like R&B...complete BS that she won.",@anoldwitch,2025-08-01T23:13:51Z,0,0.9918,Positive,Neutral
"Wow these lyrics are unbelievably stupid, and don't get me started on the video....",@taco1899,2024-09-11T15:08:24Z,0,0.0276,Neutral,Neutral
Awful “music.”  Disgraceful to the genre.,@ICUP920,2025-02-03T03:03:24Z,0,-0.4588,Negative,Negative
"Country music originated from African.  A beat and the telling stories to the beat.  Country music is so close to Rap, when they hate each others’ music, they’re fools.  Same with Judaism, Islam and Christianity.  All Abrahamic.  Judaism is older than Christianity did better marketing/war.  Then the youngest religion, Islam, was so ‘cheated,’ they wanted to keep their land.",@leslawrence3865,2024-05-20T21:30:57Z,0,-0.6124,Negative,Negative
Reverb is crazy,@cojn26,2024-12-24T10:06:07Z,0,-0.34,Negative,Neutral
I don’t understand how this album got album of the year when Billie put her heart into all the videos and everything and this girl took a 12 second loop and with the same loop music in the back with different vocals…,@Alissi_Go,2025-02-05T18:37:11Z,0,0.6369,Positive,Neutral
"I hear “ she gives me money, when I’m in need” notes at “ there is tornado in my city”",@esterlueamrung4985,2025-02-11T17:48:14Z,0,0.0,Neutral,Neutral
Universe is here ✨chariot strength and death ⚖temprence as above so below and Malcom stuck in medium,@mykaleenmisner4668,2025-01-23T14:20:24Z,0,-0.4019,Negative,Neutral
Why the Fuck she dressed like that? Country isn’t about selling your body and the lyrics are terrible,@juliebeauchemin4607,2024-06-14T19:54:09Z,0,-0.6249,Negative,Negative
"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys ❤.A living Legend ❤",@fernandodiniz6029,2024-11-23T22:26:42Z,0,0.8519,Positive,Positive
This song is annoying as hell,@betterMatt2,2024-09-18T16:11:09Z,0,-0.8074,Negative,Negative
one of the most horrible kitch songs ever. and what about those super bad effects and noises?,@numinumful3815,2024-06-14T19:57:16Z,0,-0.5256,Negative,Negative
Tommy Johansson does a funnier upbeat version  Go check him out,@sparkles3537,2025-07-29T13:13:22Z,0,0.4019,Positive,Neutral
Power rangers unite. Form the tornado 🌪️ JESUS CHRIST JESUS and let gummy bears bounce power rangers united and fly in the tornado 🌪️ JESUS CHRIST JESUS. Power rangers with the wisdom and power of God JESUS CHRIST sons and daughters. Power rangers unite let us see TRUTH today. Let us speak truth. Let us hear truth. I speak JESUS in everything and everyone wanting to speak JESUS in spirit and TRUTH through prayer wishes hopes dreams visions physical and emotional realms. JESUS lead and guide us and let us all become true power rangers united for you JESUS.,@BettyGreathouse,2024-07-17T18:38:01Z,0,0.9847,Positive,Neutral
Is there an award for worst music video of all time?,@Onlyjesus101,2025-07-08T04:17:21Z,0,-0.1531,Negative,Negative
That day the music died!! Worst tune ever.,@chrillebaloo,2024-06-15T17:13:56Z,0,-0.8513,Negative,Negative
el video mas horrible de la historia.. y la cancion mas generica de la historia,@adanfogg9917,2024-11-10T03:06:58Z,0,-0.5423,Negative,Negative
one of the worst songs ive ever heard,@voodoowizard510,2024-09-16T12:17:48Z,0,-0.6249,Negative,Negative
I don’t think the song is horrible but Grammy no way I don’t have a problem with her trying something new never a Beyoncé fan but the song is catchy .,@angelareece180,2025-02-09T16:40:56Z,0,-0.8763,Negative,Negative
"Song is catchy. The video, not so much.",@iamlam,2025-01-01T00:05:53Z,0,0.0,Neutral,Neutral
"I never heard a song from this whole album, only this annoying one from TikTok ads",@AGbuteraofficial,2025-02-03T05:02:38Z,0,-0.481,Negative,Negative
if this beats the beatles at the grammys im gonna be mad,@idklol4197,2024-11-11T20:05:05Z,0,-0.4939,Negative,Negative
Awful!,@tracyrogerson8464,2024-10-25T18:28:08Z,0,-0.5093,Negative,Negative
A generic song go back to what you do best,@RandyLawson-vh5jx,2024-09-27T02:30:55Z,0,0.6369,Positive,Negative
"the song is ok. it is catchy but that outfit is so ugly, if she is gonna do a country video, dress country in like levi's plaid shirt  cowboy hat and boots, she can show cleavage but damn that outfit hairstyle an makeup look like she was in mad max movie .. might as well be a ho if u are gonna dress like one.. .. that outfit does not fit with the song at all, no way",@MsMopat,2024-05-17T15:07:42Z,0,-0.8306,Negative,Neutral
This is a piss poor excuse for country wtf happened to the genre for this to win the grammy she's basically stills doing the same music just in a lower tone n to a slightly different style beat it's sad,@mummbles8319,2025-02-06T17:49:42Z,0,-0.8689,Negative,Negative
Antonette Course,@BurtShalhoup-u4w,2024-09-12T05:42:08Z,0,0.0,Neutral,Neutral
After listening to the song i can understand why many (other than the culture war grifters) do not really consider this song to be country. this sounds like slightly less generic mainstream pop which it essentially is to my ears.,@realKarlFranz,2024-10-09T17:35:23Z,0,-0.34,Negative,Neutral
MAMMIE BARRY you tube channel/5#@$MUMMY TOMBSTONE45😮BUY outy c45😢❤🍓🤓⚰️🤡💰📜🙃⚽️♟️♟️♟️♟️♟️⚰️🧤🍓😅😮😢🎉😂❤3,@MammieBarry,2025-02-06T18:31:39Z,0,0.5994,Positive,Neutral
what a shit garbage of music😢trash+trash+trash😢its more streptiz then music😂60s 70s 80s best music of all time😊abba😊queen😊led zeppelin😊deep purple😊blondie😊police😊u2 and so on....,@ringo-b5o,2025-06-04T14:06:38Z,0,0.9867,Positive,Positive
"Absolutely stupid video…nothing to do with the lyrics, just selling sex.",@BlessedEternally1,2024-05-29T04:08:01Z,0,-0.5709,Negative,Neutral
Opening notes remind me of Gretchen Wilson’s Redneck Woman https://youtu.be/82dDnv9zeLs?si=G2FWKp-HCcPxtqn4,@Marina-em3cr,2024-05-13T02:34:00Z,0,0.0,Neutral,Neutral
"To all the people saying ""its a visualiser"" what the hell is a visualiser?? Is that the thing we're calling the little looped videos they use for Spotify or something? Can we call it something else given that ""visualiser"" is a generic word?",@opium32,2024-05-12T07:54:30Z,0,-0.7622,Negative,Negative
This song is awful,@cmanthonywillis1432,2024-05-08T21:20:52Z,0,-0.4588,Negative,Negative
Is this looping worst music video ever but Beyonce is looking good 😂,@ConnorMacMurdie,2024-05-07T08:45:02Z,0,0.7311,Positive,Negative
"Catchy tune, but is this the best they could do for a video?!!!!!😮",@tinarob6796,2025-02-06T02:21:39Z,0,0.8388,Positive,Positive
