comment,user_name,date,likes,compound,sentiment
"If you're not obsessed with the lyrics, the metaphors or the bangs, youre not me.",@MarzMidnite,2024-03-28T02:16:30Z,0,0.1326,Positive
Omg now Ik all the lyrics!!!❤❤❤,@SelenaPOVS,2024-03-22T20:24:28Z,0,0.938,Positive
There is a woman that feels this way currently about me and she's terrible so it's not the worst thing,@Curiouswhatever,2024-03-24T07:36:12Z,0,0.05,Neutral
This is all about insecurities ...I've never felt this way ..I've never been jelly of my guys exes...I'm glad cuz it sounds way too deep for me...brush Dat shit off....there's no point in obsessing over someone who doesn't matter to your partner anymore ..b glad you have him and leave it at that..confidence is gold,@bran3eyedraven840,2024-05-18T09:30:55Z,0,-0.6456,Negative
This is giving brutal vibes,@noworries838,2024-03-23T16:56:05Z,0,-0.4019,Negative
The chorus gives me Weezer vibes.,@mac_c,2024-04-11T16:41:47Z,0,0.0,Neutral
how is she a singer? with that tone and performance,@thuraynsann7977,2024-03-22T18:24:11Z,0,0.0,Neutral
"The song and lyrics are so high school, its time for her to realize she's an adult, but i gotta say this video is pure art, absolutely beautiful",@angelevangelista9762,2024-03-22T16:49:14Z,0,0.7776,Positive
It's the good MTV vibes for me,@palabrasabrazos,2024-03-27T11:50:58Z,0,0.4404,Positive
Sounds like rock-ish with a pop chorus,@hrr597,2024-04-20T22:39:28Z,0,0.3612,Positive
i LOVEEE her avril lavigne/hayley williams vibes don't get me wrong but i hate the toxic gf character she plays in some of her songs like it is so unlikable to me idk,@luz-ew4ql,2024-03-26T22:38:59Z,0,-0.0317,Neutral
"it has the ""Bullet with a butterfly wings"" vibe.",@kamotetopz6776,2024-04-02T22:18:33Z,0,0.0,Neutral
"I LOVE this video!! The concept, the sashes, Liv screaming and jumping during the chorus, it’s actually perfect ❤",@mia.dx2,2024-03-22T21:50:10Z,0,0.9156,Positive
The chorus vocals sounded like disorted Withered chica’s voice from fnaf UCN 😭😭,@marekadamovsky2738,2024-05-19T18:26:10Z,0,-0.5719,Negative
Feels 2012 vibes kinda,@judithgurrola1,2024-03-25T04:51:25Z,0,0.0,Neutral
The bangs look awful,@murk959,2024-05-11T20:04:06Z,0,-0.4588,Negative
She's copying the rhythm of Muse. Time is running out.,@irineovelasquez1964,2024-05-31T18:24:11Z,0,0.0,Neutral
"U know I wanna tell u like somany times but I held it up to my self but they are making me say it, you know church is million and billions of times the psychology therapy true they just loop around on the same emotions. Finally have to say it now",@HumbleThanks-fl8ry,2024-05-18T14:27:30Z,0,0.6652,Positive
Im sorry but I’m hearing telephone from lady Gaga in the chorus 1:42,@Kahii-vj5tc,2024-05-24T23:56:52Z,0,-0.0387,Neutral
is anyone else getting gay vibes from this song???????????????????,@s.tudydudes571,2024-03-23T05:36:04Z,0,0.0,Neutral
Her lyrics is germaitc wow olovia rodrigo shes talented,@Christina-y5s,2025-08-01T22:47:03Z,0,0.7964,Positive
The cinematography and vibes of the actors/the entire video reminds me of the music video for “I’m not okay” by MCR 🤔 so good!! Loving this bop also 🥹🤩,@SarahRigsby,2024-03-30T02:03:49Z,0,0.8592,Positive
Avril Lavigne vibes anyone?,@amritakhoshall1481,2024-07-14T18:21:36Z,0,0.0,Neutral
Cute. Got a cherry vibe.,@georgearroyo6511,2024-03-23T21:43:43Z,0,0.4588,Positive
Man this would sound so good if the lyrics and point of the song was different 😭,@batpupp,2024-06-17T22:58:45Z,0,0.1633,Positive
"What the heck is this, the lyrics has no sense. Literally she's saying that he already forgot his ex and he is in love with her now...",@Readyuv,2024-03-23T20:51:57Z,0,0.4588,Positive
It gives me Alanis Morrisette vibes and I love it 💕,@jessrose918,2024-05-21T17:10:09Z,0,0.8591,Positive
The worst song she ever made,@EstherV-x1o,2024-03-25T09:36:31Z,0,-0.6249,Negative
"You listen and wonder why you experience suicidal emotions.  Every sin is on display, pride, envy, covetness...you are what you eat. Take care kids",@TimMayer920,2024-08-12T22:53:23Z,0,-0.6808,Negative
"Baby, I’m so obsessed with you too, Olivia I took one of the lyrics from her song, lol",@takiyahB-d4s,2024-03-26T19:00:28Z,0,0.1428,Positive
You can hear the chorus in telephone in this part 1:42,@Demmechannel,2024-05-03T22:35:00Z,0,0.0,Neutral
"Olivia Rodrigo does it again! 'Obsessed' is a powerful anthem with raw emotion and an addictive beat. The visuals are stunning, and Olivia's vocals are as captivating as ever. This song is definitely going to be on repeat for a while! 🔥",@AiMusicandSongTV,2024-05-14T21:03:37Z,0,0.6792,Positive
This gives emo vibes…,@voidpacer,2024-05-09T19:10:40Z,0,0.0,Neutral
The chorus reminds me of 2 other songs she just came out with. That style and sound is very repetitive,@emilysnapka4513,2024-03-25T02:30:05Z,0,-0.3167,Negative
Nice sound and vocals… plus eye candy 😛,@thomascoleman6322,2024-05-06T22:34:58Z,0,0.4215,Positive
This giving me Taylor vibe 🐸,@nirjona6005,2024-03-25T10:05:51Z,0,0.34,Positive
Olivia is so good at acting out insecurities and awkwardness. Love that this music video for obsessed is about the absurdity of beauty pageants. Adore the white gowns and sashes and her girl band are wearing tuxedos. And Olivia’s black dress and hair when performing! Brilliant genius lyrics! And how confidence she is at putting rock punk with her pop🖤🤍😍🥰🤩😘🎥📺💎🫶🏻🎬⚜️🏆👑 📝 🎵 🎶 📝 🌟 ✨ 🎸 🥁 🎤 👗,@jazminratzlaff5357,2025-04-22T22:25:09Z,0,0.9875,Positive
"Catchy, I'm glad You Tube decided to play it!",@kellibaker8532,2025-07-09T01:26:53Z,0,0.69,Positive
Me dio vibes de la era de ashly Simpson,@tattiis-f6s,2024-03-28T05:13:58Z,0,0.0,Neutral
Deepa i there?,@GRM_havoc,2024-03-25T15:23:48Z,0,0.0,Neutral
Worst song😢,@sujathasankaran3534,2024-03-23T14:56:28Z,0,-0.802,Negative
broo this song / lyrics is sooo toxic lol.,@iaeaxis,2024-03-26T08:09:12Z,0,0.4215,Positive
She gives me Avril Lavigne vibes,@billywright1890,2024-05-02T11:23:06Z,0,0.0,Neutral
The lyrics and meaning of this is the EXACT reason modern couples are miserable. My god the amount of serial killers and angry lesbian there are going to be,@mathew5956,2024-04-13T01:50:10Z,0,-0.8658,Negative
Am I the only one who heard that my friend made a song just like this like the lyrics was😭😭,@Lulugamergirl,2024-04-03T03:34:42Z,0,0.3346,Positive
"Honestly. I can't currently relate to 80% of her lyrics, but her feel is so unapologetic punk that I appreciate it.",@JustMiraMe,2024-03-25T18:20:20Z,0,0.6757,Positive
"Weird chord progression in the chorus, kinda sounds unsettling. Really good symbolism for this song and the character she’s putting on",@danielmitchell940,2024-03-31T15:57:20Z,0,0.3597,Positive
This song gives the vibe of a comp het  girl projecting her attraction for guys ex onto him,@Unfunfeminist,2024-05-02T20:40:14Z,0,0.4588,Positive
SOOOO much 90s The Cranberries vibe ❤,@ottitudes,2024-04-09T21:51:44Z,0,0.6369,Positive
Giving me freaky friday vibes,@priyankapradhan2793,2024-03-23T14:55:21Z,0,-0.0258,Neutral
"Okay, lets analyze this with a summary. at 0:01, we can see 2 women. They both have pageants and it says ""Miss thought she was the one"" and ""Miss also thought she was the one,"" which can have several meanings on what its on. One, their his exes and they thought they were the one for him but they broke up somehow. They also dont seem very happy, and the blonde girl is smoking a cigarette to express emotional distress. Meanwhile, on this scene, 0:09 we can see that they are going to a ball. That could be another reason they thought they ""thought they were the one"" Meaning they didnt get to dance with the person they wanted. at 0:16, we see 2 women, ""Miss freshman year,"" and ""Miss our him in therapy"" Which can clarify these could be his exes. Now, ""Miss focus on my career"" could be the one Olivia is jealous over and and perhaps the somg is about. (A little side note after actually watching the video, 1:16 may actually the girl the song is about and therefore olivia is jealous of, unless its about more of than of them.)",@gutsicantspillfwd,2024-04-06T01:40:46Z,0,-0.9766,Negative
Were is fucking lyrics,@syedahad6525,2024-04-25T11:14:43Z,0,0.0,Neutral
"god, these  lyrics are just so realistic",@ChuPoint,2024-05-22T13:38:01Z,0,0.2732,Positive
"She is angry, loud, and annoying. Is she always mad about something?",@kerryhill4470,2024-04-10T22:39:39Z,0,-0.8481,Negative
So generic....,@nowjustbreathe1,2024-03-29T21:00:26Z,0,0.0,Neutral
Olivia Rodrigo and Madonna have similar vibes,@meybebaby1539,2024-04-09T11:01:08Z,0,0.0,Neutral
"When Olivia did that one acoustic set that’s on YT (probably years ago now), I went down a rabbit hole searching for the drummer. Hayley Brownwell, such a badass. Love them all!",@babychap,2024-03-23T16:14:37Z,0,0.784,Positive
Some reason this is giving Freaky Friday vibes,@octopusjelly4207,2024-03-28T18:35:31Z,0,-0.0258,Neutral
"I really likes this video compared to the one you released yesterday, ir seems like a good movie full of drama and rhythm. The sound is totally impressive, it sound to me like good music from the nineties! Now tell life everything you want to say without gag or mincing words, dear miss olivia.",@isaaccorderogonzales8783,2024-04-04T07:46:34Z,0,0.9644,Positive
The chorus kinda sounds like Telephone By Lady Gaga,@Screedi_isShort998,2024-03-29T21:32:00Z,0,0.3008,Positive
The voice and the lyrics just is in another level 😊,@diya3581,2024-04-26T03:52:33Z,0,0.7184,Positive
This is sooooo good it gives me 2021 vibes ❤❤❤,@makak-yp9gt,2024-03-28T20:37:11Z,0,0.9477,Positive
"Just Love It! You.. The Lyrics.. The Clip!..! Well Done… Greetsss, MacG420, x",@MacG_420,2024-05-16T16:55:48Z,0,0.8007,Positive
Loving this album vibe ❤,@tiagomaqz,2024-03-27T18:39:54Z,0,0.8442,Positive
Guys admit it Olivia Rodrigo is the best artist and she is so creative with all her songs her lyrics her videos and she is so funny in her yt shorts and I would cry myself to sleep without her music I LOVE OLIVIA,@Swirlscomearound2376,2024-03-22T23:00:00Z,0,0.9461,Positive
Anyone else get Billie eilish vibes?,@anthonyjones4985,2024-03-22T17:58:03Z,0,0.0,Neutral
It’s giving brutal vibes 💅✨✨,@nyc.danna_15,2024-03-29T22:43:13Z,0,0.2263,Positive
"Lol, when you sended me the lyrics, i've thought it was going to be a ballad, the two that tought they were the one... nice joke olivia...",@Godzilla_Blackswan,2024-03-26T19:52:54Z,0,0.7783,Positive
"The lyrics, it hit me like dangggg 🤣 HAHAHAHHAHAHAH",@carlaromanos6909,2024-03-22T17:24:16Z,0,0.6908,Positive
"The melody is actually cool, but I can't really hear a music saying I'm obsessed with my current's ex.",@XerifeCaitlyn,2024-04-11T14:08:54Z,0,-0.1027,Negative
IS SO BEATIFUL,@Marhcia,2024-03-24T16:42:36Z,0,0.0,Neutral
"This gives me ""bad idea right vibes 💜💜💜💜💜",@Sweet_ari.n.Softbilsৎ,2024-03-22T19:13:14Z,0,0.9612,Positive
Love the vibe!,@justt9507,2024-05-17T00:24:44Z,0,0.6696,Positive
Sorry but why does the chorus sounds like Lady Gaga's Telephone 🥺,@marianepingol9274,2024-04-02T17:20:05Z,0,0.4767,Positive
Why the chorus sounds like Lady Gaga's Telephone song OMFG I love it ❤😂,@nickabadilla2,2024-03-23T02:23:10Z,0,0.93,Positive
Worst song I’ve ever heard lol,@gregoswiler6127,2024-04-06T13:27:34Z,0,-0.3182,Negative
This is giving me Sour vibes,@a_weirdo-a,2024-03-26T19:47:43Z,0,0.34,Positive
Ummm I don't really like this song bc it's out of control and I can't sing a beat SORRY,@AnnieGiban,2024-03-23T11:23:24Z,0,-0.5203,Negative
this one goes out to all the selfconsious 14 year olds lmao. she caught it there on the chorus for about 5 seconds,@user-xh9lz2hj4e,2024-03-23T00:25:25Z,0,0.5994,Positive
Umm I am sorry so u know I am a fan of olivia and this is also feedback I don't really like it as it dosnt make sense and also it's horribly repetitive and I can only hear I am so obsessed with ur ex once agin THIS IS NOT HATE ITS FEEDBACK TY,@iuliananastase5736,2024-03-22T23:40:34Z,0,-0.0244,Neutral
Love the almost alanis morissette vibes!,@vylxeras5953,2024-03-22T20:31:33Z,0,0.6696,Positive
I'm SORRY OLIVIA.....I can't....saw her in concert and it hit then and it hits now. I look the vibe of this sound like 2000s girl pop gunge and I LIVE,@1314Lermanlover,2024-03-24T23:01:02Z,0,0.1197,Positive
Song gives me paramore vibes 💕,@paisleydaisy9259,2024-05-09T18:36:40Z,0,0.6486,Positive
"I'm not obsessed with anybodys ex but THIS SONG BANGS SO DEEP, I'm obsessed with Olivias Voice, the melody, the whole sound. ❤❤❤❤❤",@nimortica,2024-04-01T18:01:36Z,0,0.9846,Positive
Back to driver license vibe baby ❤,@Ponyloverosezz,2024-05-13T05:34:01Z,0,0.6369,Positive
I like the beat but i dont understand the song lol😀,@eldaarca9873,2024-06-29T19:20:40Z,0,0.8271,Positive
I heard this on the radio I love it it gave me alternative grudge 90s rock ‘n’ roll vibes get it Olivia!🎉,@jackjunior3722,2024-04-05T00:03:55Z,0,0.8016,Positive
"Ameiii a batida, a vibe é como ouvir cage the elephant na MTV. ❤ amando demais essa vibe dela. ❤",@bean26,2024-03-22T23:58:30Z,0,0.8555,Positive
Ngl it's giving Melanie martinez vibes,@wolfgirl0771,2024-05-14T19:39:51Z,0,0.34,Positive
"good for her to try to sound different but too dramatical and not musical enough, rough melody, meh",@nocowshere,2024-03-24T21:44:48Z,0,0.128,Positive
"I'm getting ""Telephone"" vibes from this chorus",@cornucopiac1088,2024-03-22T20:28:59Z,0,0.0,Neutral
"Miss long distance made me sick to see, ohhh my lord you mean miss emotionally cheating on 5 other men",@godxxofxxwar22,2024-04-24T00:50:54Z,0,-0.8442,Negative
the smashing pumpkin's & garbage vibes got me obsessed,@lulooop,2024-04-03T20:53:44Z,0,-0.1779,Negative
I don’t like this sound because it’s so annoying to even think about,@Juliedonozooo,2024-03-31T02:21:47Z,0,-0.2479,Negative
Lmao the lyrics ahahhaha,@archykhn4513,2024-03-23T00:09:11Z,0,0.5994,Positive
OLIVIA ISABEL RODRIGO IS NOT UNIVERSE OR THE UNIVERSE.,@nizniz204,2024-08-28T21:48:01Z,0,0.0,Neutral
This music is so  emotional and she have a very specific voice,@THeWitheWolf-jl2zb,2024-03-22T20:34:13Z,0,0.2769,Positive
A melhor de todos os tempos ✨️,@Juliana_Hepp_,2024-03-22T17:12:21Z,0,0.0,Neutral
Wow this is giving early 2000s music video vibes,@aprillemangcoy8308,2024-03-23T03:47:10Z,0,0.7351,Positive
I swear even though the beat is good its really the lyrics i pay attention to this girl is me when it comes to boys except he isnt my ex hes just a crush and i happen to know one of his exes so yes im obsessed,@pinkrose372,2025-01-16T21:54:52Z,0,0.4986,Positive
Good for you vibes,@CombatCrafters2,2024-03-22T16:40:45Z,0,0.4404,Positive
I literally just listened to the song and I already know the full lyrics,@TreasuresASMRandLife,2024-03-22T19:23:33Z,0,0.0,Neutral
What’s with these incoherent lyrics 😂,@thomasdap8659,2024-03-22T16:24:46Z,0,0.4404,Positive
It gives off Yellow jackets vibes,@CharlotteMarie-Joseph-tb5lw,2024-04-12T10:26:00Z,0,0.0,Neutral
Too wong foo - Body beatiful,@Yourboybrai,2024-03-22T15:13:40Z,0,0.0,Neutral
I really love how she has rock vibes! So cool!,@misscaseydias,2024-03-22T15:05:24Z,0,0.8429,Positive
"It's giving ""girl crush"" vibes xD",@airachica,2024-03-22T15:02:26Z,0,0.6808,Positive
Her worst title track.... Tbh,@JeanAntoine213,2024-03-22T14:56:16Z,0,-0.6249,Negative
"I have just realised I have major red flags, listening to the lyrics of this song made me so attracted to this girl! I miss that psycho love!",@mattking147,2024-05-10T15:37:08Z,0,0.8316,Positive
I know her blood type... LOL - Hilarious lyrics!,@luigifrancisco3786,2024-03-22T14:35:08Z,0,0.7597,Positive
