classificacao,sentimento_manual,comentario,justificativa
Neutral,Neutral,Posty singing in the telephone booth gives me James Dean vibes from Rebel Without A Cause,"Compares the singer's performance to a classic film, blending nostalgia with a critical observation."
Neutral,Neutral,Posty singing in the telephone booth gives me James Dean vibes from Rebel Without A Cause,Combines a positive reference to Posty with a slightly critical comparison to a classic film.
Negative,Negative,top 1 worst f**king songs i've ever heard,Uses offensive language and expresses extreme dislike.
Positive,Positive,"A gorgeous woman named Taylor Swift, a new version of Post Malone and nostalgic vibes. Such a great production. 👍👍👍👍👍👍",Expresses positive feelings about the song and its production.
Positive,Neutral,lana del ray vibes,Expresses admiration for Lana Del Rey's style.
Neutral,Negative,Swifties….i hate Taylor but….:this song really has me in a DEEP chokehold so u know I’m streaming it 😩,Expresses dislike for Taylor Swift while admitting to streaming the song.
Positive,Positive,"This song, still in Oct 2024 - the lyrics break my heart. When you have things happen, you can relate. Thank you Taylor for this masterpiece",Expresses deep emotional connection and appreciation for the song.
Negative,Negative,Cover  thieft melody  Taylor you made pure shit!!!!!!,Strongly accuses Taylor of stealing a melody and creating poor music.
Negative,Negative,This is the only post Malone song I don't vibe with😢😢😢,Expresses a strong dislike and feeling of disconnection.
Positive,Positive,"Amazing vibes, Very Lana Del Rey ❤😊",Expresses strong positive feelings and admiration for the artist.
Neutral,Neutral,"the other songs on the album are all very repetitive, but this is the best song of her career",Expresses praise for one song while criticizing the album as a whole.
Neutral,Neutral,it's giving Poor Things vibes 🖤,"Compares the music video to *Poor Things*, acknowledging a similarity without explicitly praising or criticizing."
Positive,Positive,"The energy in this track is unmatched! It perfectly captures the excitement and intensity of Fortnite. Whether you're playing or just vibing to the beat, it's impossible not to get hooked",Expresses strong enthusiasm and enjoyment of the song.
Positive,Positive,So many meanings to one powerful song,Expresses appreciation for the song's depth and impact.
Neutral,Neutral,WHY HE GOT THE TRAVIS KELCE VIBE.,Expresses amusement and criticism regarding the artist's style.
Negative,Negative,"I feel bad for the young kids reading my posts. Ask your sister or brothers to explain. Im teach 13 and up........kinda a renegade priest. Im mean sometimes, and........am i to much Taylor? They . might with Tanaka j. 😂 Native Nativity. It was a set up written........ secretly. Someone knew, progression and the cover ups. Ruins and cold misery........🎉 of course.........😅❤","Expresses frustration and negativity, coupled with sarcasm and a sense of being misunderstood."
Positive,Positive,"At almost 68, I came to appreciate Taylor Swift just recently. I did not listen to much of her early stuff as I am not really a fan of C & W. However...this album is a much more mature Taylor and her lyrics touch me. Great job, Taylor! My fave song? The Prophecy. Much love and props to the woman who made this album possible!",Expresses newfound appreciation for Taylor Swift and praises her lyrics.
Neutral,Neutral,Clever to add the lyrics on the brain waves as he reads them she speaks to him from her brain 2:46,Highlights an interesting lyrical concept but expresses a critical opinion about it.
Positive,Positive,That chorus tho  🏆🏆,Expresses enthusiastic approval of the chorus.
Negative,Negative,This music is like Lana del rey songs.. and it's boring as well because of cheating the girl going to the worst psyhology treatment.. like we're so much powerless.. i hope we can progress from it.. i suggest to give us much hopeful songs.. you're better than this.. https://www.youtube.com/watch?v=VuNIsY6JdUw,"Criticizes the music as boring and suggests it reflects a negative, powerless situation."
Neutral,Neutral,you changed the version… no Ai squirrel mmm interesting talking tempo… you won!?… 🫶🏻🚔,"Expresses surprise and a slightly confused reaction to a change, alongside a simple emoji."
Negative,Negative,"Does anybody remember 10-14 years ago when Taylor Swift wrote those great hits, music, albums and songs? Her recent success and popularity of “Midnights” and “The Tortured Poets Department” have been based off of popularity. Not talent, and talent will one day catch up to her. Everyone has a power that hides deep inside of us. It just needs to be unlocked. And she has unlocked that power, she has only misplaced it …",Criticizes Taylor Swift's recent success as based on popularity rather than talent.
Negative,Neutral,3:39 to gcash load the ringtone should have been working with me,Expresses frustration and dissatisfaction with a malfunctioning feature.
Positive,Positive,I like how deep emotions Taylor gives us. ❤❤❤,Expresses appreciation for Taylor's emotional depth.
Negative,Negative,Honestly if you muted this video you would get a totally different vibe from the actual one of the song. It's just off.,Expresses dissatisfaction and a feeling that the video presents a distorted version of the song.
Positive,Positive,I Love everything The distant echoes in the song and the Nostalgic Victorian  in black and white film noir era vs a touch of color male vs female. Although the video has A Dark Esthetic Feel to it but it still is romantically beautiful at the same time as well as the chemistry between them. I simply cannot not stop listening to this song and I can’t stop watching this Video. I am definitely A matured Taylor Swift Fan now. I Love History so therefore I love classic Music & Classic Movies (Film Noir) & I love ❤the Victorian Era. This song although dark is also sensuously sensitive as well!!! I Love It All!!!!,Expresses strong enthusiasm and appreciation for all aspects of the song and video.
Positive,Positive,Fantastic it has some same Vibes as Nevaeh https://youtu.be/XE-ZjRwuDhY?si=8wiP8xnLBzHn9v0m,Expresses enjoyment and comparison to another song.
Negative,Neutral,these lyrics. undone.,Expresses strong disapproval of the song's lyrics.
Negative,Neutral,...the effects were non existent.,Expresses disappointment and criticism of the video's effects.
Neutral,Neutral,the lyrics aesthetics,The comment is brief and doesn't express a clear positive or negative sentiment.
Neutral,Neutral,the beat kinda sound like “a real hero” from 13 years ago ngl,"Compares the beat to a song from the past, indicating a similarity with both positive and potentially negative connotations."
Positive,Positive,Synth perfection. ❤,Expresses strong enthusiasm for the synth sound.
Positive,Positive,"Taylor, I love you a key words cannot express how much you’re my favorite person in the whole entire world. Can you change my life with your incredible words and lyrics? I absolutely adore you and idolize you and everything you do I will always be your feeling and do everything you dothank you so much for being such a great person.❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",Expresses overwhelming adoration and idolization of the artist.
Positive,Positive,I love the toneee❤,Expresses strong positive emotion with the use of 'love' and the heart emoji.
Negative,Negative,01:06 why this beat is not in The album version 😢😢😢😢?,Expresses disappointment and frustration about the missing beat.
Positive,Positive,The chord professional and melody and lyrics are actually quite beautiful. Even Taylor haters will agree.,Expresses admiration for the song's musical qualities and suggests widespread appeal.
Positive,Positive,We have all been there...her lyrics put it perfectly.  Voice 💯   lyrics 💯,Expresses strong positive feelings about the lyrics and vocals.
Positive,Positive,Fantastic visual effects and artwork !!,Expresses strong appreciation for the visual aspects of the music video.
Negative,Negative,"Hate these lyrics, as a woman. I'm sure all genders and non-binary folks hate talk of m*rder...  Taylor trying to fit in with the cool kids but it didn't land... Plus Post Malone is everywhere now....  So glad this didn't win a Grammy",Expresses strong disapproval of the lyrics and criticizes Taylor Swift's attempt to be trendy.
Positive,Positive,"You know something is truly special when it makes you feel.  This song might make 100 different people feel 100 different emotions, but it's not just something you casually hear in the background.  It grabs your attention and makes you feel, whatever your feel when you hear it.  Hope?  Loss?  Young love?  Sadness?  But certainly not ""nothing.""",Expresses a profound and deeply felt connection to the music.
Negative,Neutral,Post has seen some shit. That look is deep.,Uses derogatory language ('shit') expressing disapproval.
Positive,Positive,Lana Del Rey's vibe. She really love her bestie💕,Expresses admiration for Lana Del Rey's style and affection.
Neutral,Neutral,I guess Jarnine would love to have this vibe.,A simple observation with no strong emotional tone.
Positive,Positive,I JUST FOUND IT THIS MONTH NOVEMBER 2024 AND I FREAKING LOVE IT! THEY'RE A POWERFUL COMBINATION! ESPECIALLY POST MALONE'S PART AND TAYLOR SWIFT ECHOES IN 😍,Expresses strong positive feelings and highlights specific elements of appreciation.
Positive,Neutral,As it was vibes 👀👀👀,Expresses enthusiastic enjoyment of the ‘As it was’ song.
Positive,Positive,"💔❤️🌻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻PLEASE RELEASE A TAYLORS VERSION OF BOTH Reputation and your Original 1st Album... Please please please! I need it. I especially need the acoustic version of ""Dancing with my Hands Tied""... That was so healing for me during my current divorce process. Please release the acoustic version of that song please please. 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🌻❤️💔",Expresses intense longing and positive emotional connection to the music.
Positive,Positive,Loving the vibe,Expresses clear enjoyment of the music's atmosphere.
Negative,Negative,HOW GOURGOUS ARE YOU??????YIP STONED  FEW COORS LIGHT PS WATCHING MY FIGURE 😂😂😂😂😂😂😂😂😂😂😂😂😂,"Sarcastic and crude comments, implying intoxication and inappropriate behavior."
Positive,Positive,who is here in March 2025 those lyrics played differently🔥🔥 and she gave them to us in the first song💗💗💗,Expresses enthusiastic enjoyment and appreciation for the lyrics.
Positive,Positive,My first time watching a full video from both artists and hearing this song very nice melody and I'm 57 yrs old in to country music and I was country when country wasn't cool in the seventies she has an amazing voice I don't get all the songs but she is quite the performer seems to be in touch with her fans and concert goers very nice 😊😊,Expresses enjoyment and appreciation for the artist's talent and performance.
Neutral,Neutral,This is just a real hero by college and electric youth. Could have at least used a different synth bass,Expresses enjoyment but criticizes the synth bass.
Negative,Negative,"What a dreary, repetitive, unmelodic piece of throwaway music, completely worthless. How can anybody listen to this woman and think she's great. Quite possibly the most overrated person of all time.",Strongly criticizes the music and artist as worthless and overrated.
Negative,Negative,Your the worst thing to happen to humanity,Expresses extreme condemnation and negativity.
Positive,Positive,"okay not a Taylor fan (I'm just an old school fan of rock and alternative)  but I'm here because of all of the hype in the  media, and today the news because she is doing 6 shows here in Toronto and this is seems to be the song that so many fans are most excited to hear so thought,  I really must just check out this one song and I have to say,  it's really great!!  Hope everyone enjoys the show!!  Taylor's popularity reminds me of the Beatles it's really quite incredible!!  Enjoy the music :)",Expresses enjoyment and admiration for Taylor Swift's popularity and the song.
Positive,Positive,Synthwave <3 Love it <3,Expresses enthusiastic love for the synthwave genre.
Neutral,Neutral,She's very talented and I love the neo-80's vibes but I can't stand that fakeyness.,Acknowledges talent and style while criticizing a perceived artificiality.
Positive,Positive,My favorite ❤its my ringtone,Expresses strong fondness and designates it as a personal favorite.
Neutral,Neutral,Did anyone get Lana Del Rey vibes?,Acknowledges a similarity to Lana Del Rey while not definitively stating a positive or negative opinion.
Neutral,Neutral,Hindsight with AI is 200/20 and I've always been close to 20/20 in real time... and I have perfect pitch... maybe you're in love with the wrong man?,"Combines a positive assessment of musical ability with a slightly critical, questioning remark."
Positive,Positive,Seriously this two voices are harmony 😢,Expresses a positive emotional reaction to the vocal harmony.
Positive,Positive,INSANE vocals,Expresses overwhelming admiration for the singer’s vocal abilities.
Neutral,Neutral,Walking beats,Simple statement expressing a preference for a particular type of music.
Neutral,Positive,"idk why everyone is not taking name of fortnight in soty...just see its lyrics..so beautiful and deep.. i love u and its ruining my life..like wtf, this thought is after such deep thinking..love u taylor",Expresses love alongside frustration and a feeling of being overwhelmed.
Positive,Positive,"I love it, it's got that synthwave feel to it. Great song","Expresses strong enjoyment and identifies a specific, positive musical element."
Negative,Negative,I didn't like the worst ending when he let u get shock,Expresses dislike and describes a negative outcome.
Positive,Positive,I get modern Stevie Knicks vibes. Luv it!,"Compares favorably to Stevie Nicks, indicating enjoyment."
Positive,Positive,Emotional  coming out but the best thing sweets 😋 i mean everything i said 😊❤❤❤,Expresses fondness and enthusiasm with emojis.
Positive,Positive,Gives me del Rey vibes ❤,The comment expresses a positive association with Lorde's music.
Positive,Positive,u r litterly my #1 fave singer in the whole multiuniverse ur the best so is this song,Expresses overwhelming enthusiasm and adoration for the singer.
Negative,Negative,BORING SONG AND WORST ALBUM,Expresses strong dissatisfaction with the song and album.
Positive,Neutral,Twin flame vibes thats it,Expresses a positive and evocative sentiment associated with the song.
Negative,Neutral,The last thing a mind forgets is the emotion in a song . Dementia.,Expresses a negative association with music and the effects of dementia.
Neutral,Positive,3:14 is where the song gets amazing. Wish all the choruses sounded this way.,Highlights a specific positive part of the song while criticizing the rest.
Negative,Negative,Sad she's lost...🙏4zLostOnes,Expresses sorrow and loss.
Positive,Positive,"Wait, Taylor Swift and Post Malone together? This is the collab I didn’t know I needed! Can’t wait to vibe to this masterpiece 🎶🔥✨",Expresses excitement and anticipation for a collaborative song.
Negative,Neutral,WARNING: Always be careful of comments. Person or persons could be confronted or experience Swifty rage. These comments could be or become dangerous to others. Side effects could last for days or weeks. Comment with exsteme caution. 🎉❤,Expresses concern about potential negativity and danger associated with comments.
Positive,Positive,OMD vibes from this song.,Expresses appreciation for a specific and generally positive musical influence.
Positive,Positive,Taylor's lyrics >>>>>>>,Expresses strong preference for Taylor Swift's lyrics.
Positive,Positive,the first few lines of lyrics is amazing!,Expresses enthusiastic praise for the song's initial lyrics.
Positive,Positive,nothing will ever beat hearing “i was supposed to be sent away but they forgot to come and get me” for the first time at 5:00AM ❤❤,Expresses deep affection and nostalgia for a specific lyric.
Neutral,Neutral,Love is the deepest loneliness in the imperfections of life. Love is the memory of someone that carries with it through time. I miss you Farhana.❤,Expresses love and longing alongside a poignant reflection on loss.
Neutral,Neutral,Identity and character can coexists' together or........maul each other like dogs. Powerful but true. 🎉😮,"Combines a strong, positive statement with a potentially negative, violent metaphor."
Negative,Negative,Non touch screen phone lol a stoner came up with it lol 💚. But anyways I'm trying to ask you if you want it. It's a military heat camera and possibly a finger print reader. And then ur fingers are wands lol. Crazy right 🤍🖤🤍,Sarcastic and dismissive remarks about the phone and its features.
Neutral,Neutral,Nonchalant vibes,Describes a relaxed and unenthusiastic feeling.
Positive,Neutral,Cosmic galactic ascension of humanity making them gods ❤. Cosmic awakening of Gaia mother earth 🌎 GAIA PISTIS ChristSOPHIA awakened ascending human consciousness beyond measure infinitely. Gaias gift of Enlightenment. Cosmic ascension. Freedom 🎉🎉🎉🎉 THE BIG BANG OF LIGHT THE REBIRTH OF THE UNIVERSE LIGHT LET THERE BE LIGHT 2025 REBIRTH OF EARTH AND HEAVEN ON EARTH. ASCENSION,Expresses overwhelming positive feelings of cosmic awakening and ascension.
Positive,Positive,"Brilliant lyrics, thrown in with puns and delivered flawlessly. This was his best",Expresses strong praise for the song's lyrics and execution.
Negative,Negative,Taylor Swift’s music is the worst thing to happen to humanity… because it ruined every other artist for me ;-; nobody compares.,Expresses strong dislike and claims Swift has negatively impacted other artists.
Positive,Positive,I love how Taylor contrasts the two characters: the girl who’s “cheer captain” and wears high heels versus the narrator who wears sneakers and listens to music in her room. It’s such a simple but powerful way of showing the difference between being seen and being overlooked.,Expresses appreciation for the song's clever narrative and character portrayal.
Neutral,Neutral,"✨️🎶Nice collab, but would remix with the final minute actually encompassing 2/3rds of the track, adding a strong blend of reverb & echoes🎶✨️😎","Expresses appreciation but suggests a specific, potentially improved, remix."
Negative,Negative,I was a functioning alcoholic ... Those words hit deep. Im trying so hard to get sober 😔,Expresses vulnerability and struggle with addiction.
Positive,Positive,I subscribed. I appreciate you are using your powerful influence to be in the right side of history and advocate for everyone,Expresses admiration and support for the artist's stance.
Negative,Negative,"Tanto clipe bom, e assa porcaria vencendo, fim dos tempos mesmo viu",Expresses frustration and criticism of the song’s victory.
Negative,Negative,So overrated the lyrics don’t even rhyme,Expresses strong disapproval and criticizes the lack of rhyming lyrics.
Negative,Negative,Your the worst.,Directly insulting and expresses strong disapproval.
Neutral,Neutral,this video has vibes of joker and Harley Quinn,References two distinct and contrasting pop culture references.
Positive,Positive,"Beautiful song, its melody touches my soul 😢❤",Expresses deep emotional connection and appreciation for the song.
Negative,Negative,2 octaves monotone alto singer.,Expresses strong disapproval of the singer's vocal range.
Positive,Positive,you're always be part of my life and it makes me happy to express my darkest shit through your music without judgment just real time emotions. And I always scream from my heart whenever I sing ❤❤❤❤,Expresses deep appreciation and emotional connection through the music.
Positive,Positive,The passion in billie is such a moment.  Her voice really moves you.  She sings like if it's not a struggle to hit notes. A breeze,Expresses admiration for Billie's vocal talent and emotional delivery.
Positive,Positive,I have just heard this song and i have already played it 3 times. I never was a tay fan but this song is amazing...love post malone and his vocals are just beautiful...so melancholic ❤😢,Expresses strong enjoyment and appreciation for the song and the artist's vocals.
Negative,Neutral,Was hoping to find a Tay Tay song that wasn't about how cool it is to have emotional issues. The search continues....,Expresses disappointment and criticism of the song's lyrical content.
Positive,Positive,What are the chances someone’s two favourite artists come together and make a masterpiece like this .. I feel like this song is a gift from the universe to me ❤️ I have loved them both from the beginning of their careers,Expresses overwhelming joy and considers the song a precious gift.
Positive,Positive,This is one of my number 1 song that's😢 make me emotional and feeling like deja vulnerable. But so beautiful I can't get enough ❤ so so freaking awesome music I ever loved ❤️,Expresses deep emotional connection and strong enjoyment of the music.
Negative,Negative,Worstt🤢,Expresses strong disgust and negativity.
Neutral,Neutral,Offer your tracks (in suggestions) to people who still care for your songs and lyrics.,A simple request for engagement without expressing positive or negative emotion.
Positive,Neutral,Divine Rivals vibes,"References a well-regarded song and artist, indicating positive association."
Positive,Positive,"The track, the voices, the lyrics ARE MASTERPIECES!",Strongly praises the song's elements as masterpieces.
Positive,Positive,Picking up Lana Del Rey vibes ❤,Expresses fondness for Lana Del Rey's style.
Positive,Positive,"It has that 80,90's vibe❤❤❤love it!!!",Expresses strong positive feelings and appreciation for the nostalgic sound.
Neutral,Neutral,No one noticed the pause of the lyrics? 1:07,Points out a specific detail (pause) while expressing a neutral observation.
Neutral,Neutral,the woman being tested is my future wife that will reign in the ultimate cosmos of the infinite beyond all creations and all universes,"Expresses a strong, potentially obsessive, positive sentiment alongside a slightly unsettling and grandiose claim."
Positive,Positive,Loving the vaporwave vibes in this,Expresses enjoyment of the vaporwave aesthetic.
Negative,Negative,lYRICS ARE SIKKO.🤮,Expresses strong disgust and disapproval of the lyrics.
