classificacao,sentimento_manual,comentario,justificativa
-1,-1,Are you someone who I can give my heart too or should I have tried calling the no nouns who aren't true like the no names are now like the gun is a gain gone a bit too far for the glue to be the game is a gown worn all wrong when the truth is especially the wrong way to move especially when the fun is about to burst through to the way you tuck into the way it hurts you and you should shut up and it is out of the way for the truth is a lobg way through to the door is a wiindow turned into a well enough bruise is as known as the new as real as a burnt enough times to be true as a well is a right as rain is a tune to tight  to tame is the real as raw as the hell is the train so loose to feel the hot of a way to be going to fast as the nice isn't a nay and the knowing of the blue flame is the ice in my vains that's kicks ars to the track where the wars is the last place where I would wear what I would have worn is the hat of a glass plate where I know I am to cool for that and I ask myself is the ace I hold in my hands is no fool to paste and feel the feet that taps and throws up a real taste of a beat that raps around the girls I know who reaps the rewards of get out of the way of being harmed and that's them being a aunt that ain't neat to see the way to go on with the real red star to the East is now to the Eastern part of the bay of plenty who hits hards and that's plenty for me as a plan for me to eat to the west of the place where we would meet especially when you are a bit too much to gentle the bit too far from my home is a rush hour to rest my case to say the least is the best way we speak about the day I would love to moke you the way I meeve you the way of how smoke can lead you away from the deep south on patrol on your knees now and when you say please that's the clown posse who pose for the fun to be free for the big dollars for absolutely nothing is the fee,"The comment is overwhelmingly nonsensical and rambling, expressing frustration and negativity."
0,0,"Is this, don’t go wasting your emotion by abba 😂",Contains a positive reference to Abba alongside a sarcastic remark.
0,0,Roy Andersson vibe,References a specific artistic style (Roy Andersson) suggesting admiration mixed with a critical observation.
-1,0,the chorus sounds EXACTLY like “Tokyo nights” by Digital Farm Animals what even,"Compares the song unfavourably to another track, implying a lack of originality."
1,1,"Amazing lyrics, love the message Dua. Smart and stylish! 💪🏼🫶🏻",Expresses strong positive feelings and admiration for the artist's work.
1,1,Vibe is ❤️‍🔥,The use of the fire emoji indicates strong positive sentiment.
0,1,Im liking this ariana grande and dua lipa music videos kind of the same vibe.,Acknowledges similarities to Ariana Grande while expressing a preference.
1,1,Her lyrics are getting better and better,Expresses a positive trend regarding the song's lyrics.
0,0,"I was hoping ""training season's over"" would refer to Dua herself who is now ready for a serious relationship or whatever. But no... It's another one of these tired old song lyrics that demand of men to be better men, while offering nothing in return. Otherwise great song though.",Expresses disappointment with the lyrics' message while still acknowledging the song's quality.
1,1,Eski sarkilarin vibeini veriyo cok guzel,Expresses appreciation for the nostalgic feeling of the old songs.
1,1,"the ( challenge) tone in  this AMS99W is lovely, thanks for the headsup",Expresses appreciation for the song's tone.
1,1,The beat is insane,Expresses strong enthusiasm for the song's beat.
0,0,And where is the people that comment the lyrics ?,Asks a question about lyric comments without expressing a clear opinion.
-1,-1,I felt the vibe like it is millions migrants from East in Europe....,The comment evokes a negative and potentially uncomfortable image related to migration.
0,0,"I love this song, but the chorus of this song sounds a bit familiar. but can't really what it was.😂😂",Expresses love for the song while noting a familiar chorus.
1,1,This is just too catchy for me right now >.< :3,Expresses strong enjoyment and enthusiasm for the song.
1,1,This song has such a catchy beat!,Expresses enjoyment of the song's rhythmic quality.
-1,-1,Awful taste of mens awful taste of music but beautiful woman,Criticizes the music and praises the woman separately.
0,0,"If you're saying this to yourself ""what does this song sound like"" I thought the same thing an after searching through thousands of 80's songs in my library,I found it. The group is Hubert Kah, they're German, the song is Machine Gun, it came out in 89. Another song that hints at sounding the same is Indecent Obsession, Tell me Something. I think it was a going vibe in the late  80's","Describes a specific, nostalgic discovery without expressing a strong positive or negative opinion."
0,0,This era’s singles are so good when you don’t have some annoying white twink saying all her new music sounds like Future Nostalgia,Expresses appreciation while criticizing a specific criticism.
1,1,"Omg this song is soo catchy, I'm literally singing it everywhere😅 dua fr slayed🎉",Expresses strong enthusiasm and enjoyment of the song.
1,1,"Man!, those ""The Doors"" vibes 🔥...",Expresses enthusiastic appreciation for the song's similarity to The Doors.
0,0,"Is it just me or does this song give ""Wizards of a waverly place (OST)"" vibesssss:)","Compares the song to another, evoking a nostalgic reference but without explicit positive or negative judgment."
0,0,The chorus to this song sounds like “Tokyo nights” by digital farm animals . I was trying so hard to remember where I heard it from . I absolutely love both tho,Compares the song to another track while expressing overall enjoyment.
0,-1,"The beats and music helps us forget she cannot sing. Kudos to autotune, tho!",Acknowledges musical quality but criticizes the artist's vocal abilities.
1,1,"Hi Dua Lipa. I am Lance Smith. Tell you what, I am like your biggest fan. Over night you didn't just come out with a million hits, you came out with a million really really good hits. And it is so much fun to dance. I want you to teach me how to dance to count someday. ... If you ever see a Elton John again, if he tells you he is straight, then be nice to him. If he tells you he's gay, then tell him to leave you alone. If he doesn't leave you alone, then beat the living hell out of him. ..... Dua Lipa, nobody hits high pitch vocals like do. Not even close. How do you do that? It is so amazing. Those high pitches you hit feel so good on my ears. I can't wait for you to explain to me how you get your voice to do that. You are the only one who does that. Um, seriously, how do you do that? !!!!!!! ❤❤❤❤❤❤❤❤❤",Expresses fervent admiration and appreciation for the artist's talent and music.
0,1,15 Jan 2025 - Sexiest Lyrics,Contains both a compliment about the lyrics and a potentially suggestive comment.
1,1,"CHAU TEMPORADA DE ENTRENAMIENTO !!""!!!!",Expresses excitement and enthusiasm for the training season.
1,1,Her songs are always so good this song is soo catchy 😊,Expresses enjoyment and appreciation for the song's catchiness.
1,1,beautiful vocals,Expresses strong appreciation for the song's vocals.
0,0,first bit is awful and pointless but the song itself is amazing.,Acknowledges initial weakness but praises the core song.
1,1,Surpasses any criteria of music vocalization Diaphragm Authentic and impressive that is why it is the best today HIS MAJESTY  Dua Lipa,Expresses overwhelming praise and declares it the best music.
1,1,Oh yes this is a Great one from Dua Lipa. A lot of different shit that is deep. I Love it!,Expresses strong positive feelings and enthusiasm for the song.
1,1,"She looks mature, her lyrics are mature as well, I love this song, just the tittle is pure poetry",Expresses admiration for the artist's maturity and the song's title.
1,1,"yeh look, the instrumentals and vocals are on point and truly fkn amazing, this song could've gone for another 5 mins bc I'm not finished at 3 mins 46s",Expresses strong positive feelings and admiration for the song's quality.
1,1,She's so good..honestly  the best of this era❤❤❤ she's giving us all what we need great vocals and amazing music ❤❤❤,Expresses strong positive feelings and appreciation for the artist and her music.
0,1,Her vocals remind of PINK sometimes. I like the song.,Compares vocals to another artist while expressing a general liking for the song.
1,1,The best lyrics! Totally hit everything my mind thinks❤,Expresses strong positive feelings and agreement.
0,0,The Beat is so easly replaed,A simple statement of observation without clear positive or negative sentiment.
0,0,"Like the deeper tone she uses around 2:40 than I do the higher pitch most of this song uses-  simply a big fan of the older unique sound Be the One, Dont Start Now really lets her pipes shine-  this song is nice sure, but I hope the people evolving her sound get her back to her unique range and power-",Expresses preference for a specific vocal range while acknowledging the song's overall quality.
0,0,"The melody is very similar to Blero's song ""Can't you see"".","Identifies a similarity to another song, implying a lack of originality."
0,0,Entire Album has a different vibe!,Expresses a shift in the album’s overall feel.
1,1,I love those lyrics!!!,Expresses strong positive sentiment about the lyrics.
1,1,The guy in the second verse that goes to get in close with dua just makes me melt he's so hot 😮❤,Expresses attraction and admiration for the video subject.
0,0,"The autumn equinox painting, the yellow waltz preamble of the season trees, is an emotional psychological theatrical scenario of the composition of the colors displayed on the heavenly wall; the sincere gray is amalgam  with the light of afterglow, in the shades of all the perpetives of the firmament !!!  The vision of the mermaid took place on the blue stone of the sea, and under the great mouth of the moon, which sang in the tuning fork of the watery world of whales and dolphins; capturing the senses of sailors and fishermen; and waking up the deep sleep of the rocks in the infinity of oceanic thoughts!!!  A  pintura do equinócio outonal, o preâmbulo da valsa amarela das árvores da estação,  é um cenário teatral psicológico emocional da composição das cores exibidas na parede celestial;  o cinzento sincero se amálgama com a luz do arrebol, nos tons de todas as perpectivas do firmamento!!! A visão da sereia aconteceu sobre a pedra azul do mar, e sob a grande boca da lua, que cantava no diapasão do mundo aquático das baleias e golfinhos; capturando os sentidos dos marinheiros e pescadores; e acordando o sono profundo dos rochedos no infinito dos pensamentos oceanicos!!!  La peinture de l'équinoxe d'automne, préambule de la valse jaune des arbres de saison, est un scénario théâtral psychologique émotionnel de la composition des couleurs affichées sur le mur céleste ; le gris sincère s'amalgame avec la lumière de la rémanence, dans les nuances de tous les perpétifs du firmament !!! La vision de la sirène a eu lieu sur la pierre bleue de la mer, et sous la grande bouche de la lune, qui chantait dans le diapason du monde aquatique des baleines et des dauphins ; capturer les sens des marins et des pêcheurs ; et réveiller le sommeil profond des roches dans l'infinité des pensées océaniques !!! La pintura del equinoccio de otoño, el vals amarillo preámbulo de los árboles de temporada, es un escenario teatral psicológico emocional de la composición de los colores que se muestran en la pared celestial; ¡¡¡El gris sincero es amalgama con la luz del resplandor, en las sombras de todas las perpetivas del firmamento !!! La visión de la sirena tuvo lugar sobre la piedra azul del mar, y bajo la gran boca de la luna, que cantaba en el diapasón del mundo acuático de las ballenas y los delfines; capturando los sentidos de marineros y pescadores; y despertando  el sueño profundo de las rocas en la infinidad de pensamientos oceánicos!!! Il dipinto dell'equinozio d'autunno, il preambolo del valzer giallo degli alberi della stagione, è uno scenario teatrale psicologico emotivo della composizione dei colori esposti sulla parete celeste; il grigio sincero si amalgama con la luce degli ultimi bagliori, nelle sfumature di tutti i perpetui del firmamento!!! La visione della sirena ebbe luogo sulla pietra azzurra del mare, e sotto la grande bocca della luna, che cantava nel diapason del mondo acquatico delle balene e dei delfini; catturare i sensi di marinai e pescatori; e svegliarsi  il sonno profondo degli scogli nell'infinito dei pensieri oceanici!!! Das Herbst-Tagundnachtgleiche-Gemälde, die gelbe Walzer-Einleitung der Jahreszeitenbäume, ist ein emotional-psychologisches Theaterszenario der Komposition der Farben, die an der himmlischen Wand angezeigt werden; Das aufrichtige Grau verschmilzt mit dem Licht des Nachglühens, in den Schattierungen aller Perpetiven des Firmaments !!! Die Vision der Meerjungfrau fand auf dem blauen Stein des Meeres und unter dem großen Mund des Mondes statt, der in der Stimmgabel der Wasserwelt der Wale und Delfine sang; Entführung der Sinne von Seeleuten und Fischern;; Den tiefen Schlaf der Felsen erwachen lassen, in der Unendlichkeit ozeanischer Gedanken; am unendlichen Grund der Ozeane!!! JJJSSS","Contains highly descriptive and poetic language with both positive and somewhat overwrought elements, making a straightforward sentiment assessment difficult."
0,0,Why does the beat sound like Morgan wallens new song “love somebody” ?! 🤔,"Compares the song’s beat to another artist’s, indicating a similarity but not necessarily a positive or negative overall assessment."
1,1,I love this song and the lyrics 🤞🏻💆🏻‍♀️,Expresses strong positive feelings and wishful thinking.
1,1,I love this lyrics. If you looking for ‘true love’ maybe It’s time to stop chasing love.,Expresses enjoyment and a positive interpretation of the lyrics.
-1,-1,The worst klip ever seen.. Why would someone shoot a video in a refugee camp like this?,Expresses strong disapproval and condemnation of the video's content and setting.
1,1,Love this its old school pop vibes😊,Expresses fondness for the song's nostalgic pop style.
0,0,The melody of Priya's song by Shahram shabpare,Simple statement of the song's name without expressing an opinion.
-1,-1,"Already boring ,sounds generic and does not take you anywhere.Levitating season.moving on.",Expresses boredom and criticism of the song's lack of originality.
0,0,0:15 really thought that was Machine Gun Kelly. Was expecting him to have a verse or something the whole time. Guess its not him,"Expresses disappointment at the artist not being Machine Gun Kelly, but acknowledges a positive aspect of the song."
0,0,Basically tame impala with dua on vocals,"Compares the song to Tame Impala, acknowledging a similarity while also referencing Dua Lipa."
1,1,Good track lyrics also great,Expresses positive opinion about the song's lyrics and overall quality.
0,0,Though this tune is copied from 1980-90's song...because of our darling dua Lipa mesmerizing vocals...lifted this song blasting hit,Acknowledges copying but praises the vocals.
0,0,"Who's making her music?! I just heard Eminem's latest song. It was sht. I'm probably his biggest fan. This Dua Lipa's song is fresh  beat good, song good, video ehh",Expresses a negative opinion of the song while acknowledging its positive qualities.
1,1,"my favourite dua lipa song by far, the choreography, timing and pitch is amazing",Expresses strong positive feelings and praise for specific elements.
-1,-1,"This infuriates me this song is not higher ranked in views. I feel like this is why most pop artists are risk averse and don’t do typically do more experimental sound. The overall public can’t get behind it, won’t make as much money. Sad really, I hope Dua continues making whatever music she wants regardless of the charts",Expresses frustration and criticism of public opinion and its impact on artists.
1,1,"In loveeee with the lyricsssssssss, slayyyyyyyy",Expresses intense and enthusiastic love for the lyrics.
1,1,The tune the 90's vibe ❤🎉 what a 💣,Expresses enthusiastic enjoyment of the music and its nostalgic feel.
1,1,"You know she's always gonna bring it with the vocals.  That heat, though.  I gotta get up and dance as soon as I hear it.",Expresses enthusiasm and a desire to dance.
1,1,Chorus is all my happiness,Expresses intense joy and positive feelings about the chorus.
1,1,I like the music video and the lyrics of the song is nice.,Expresses positive feelings about both the music video and the song lyrics.
0,0,"Gonna be honest, kinda disappointed that there isn’t a dance piece that the guys broke out into for the chorus.  The song has such a great beat and an awesome build up from the bridge into the chorus that would have been amazing with some choreography!",Expresses disappointment while acknowledging the song's strengths.
0,0,Video clip doesn't do the justice to the beats.,Expresses disappointment with the visuals compared to the music.
1,1,"Love this song ❤and also get some Ethan Bortnick vibes if you know his music ,",Expresses love for the song and makes a comparison to Ethan Bortnick.
1,1,"She is so gorgeous. Great song, she always makes good catchy music",Expresses admiration for the artist's appearance and appreciation for her music.
1,1,"Sick beat, guitar rift of the decade? 🔥 Loving it",Expresses strong enthusiasm and excitement.
0,0,"Love the song although it does sound like anbother song in the chorus- like plagerised lol, video sucks though",Expresses liking the song but criticizes it as a copy and the video quality.
-1,-1,"Esta pessoa, @anagalvaoperez, não tem habilitações para ensinar espanhol, nem conhece os princípios básicos: o seseo, ceceo e voceo. Se ela fala tipo ""sopinha de massa"", é porque não aprendeu nada no tempo que viveu em Espanha e estudou em escolas espanholas... se quer ensinar, não ensine mal... e os trocadilhos maus não ajudam...",Strongly criticizes the tutor's lack of knowledge and poor teaching methods.
0,0,when the song sounds like a BANGER but the millionaire popstar's team couldn't afford captions so miss a quarter of the lyrics 😭,Expresses excitement about the song's quality alongside frustration about missing lyrics.
0,0,Intros like into deep sum41,Acknowledges a positive element (Sum 41) but suggests a negative quality (intro).
-1,0,Autotune??,Expresses disapproval of the use of autotune.
0,0,Need Beats?,"A simple question seeking information, lacking sentiment."
0,0,"The teacher was sure, he can't sing - too deep the voice.  As he hear what there say, an Vulcano has break out and the lava was in flow ^^  (Without this stupid teacher, we have never seen her)",Expresses frustration with a teacher's opinion alongside appreciation for the song.
0,0,"Well I ik side effects were literally my bane of existence 🤣😭😆 ❤❤ been loving the mind spirit force nation we could create got the notes but they are all like this love are calling you in a few years since I've been taught not to be able to bend the door thrice ringed octopus 🦑 🦑  sacral plexus withmy lover have to start unfolding to untangle refine close to resting subject to sleep 💤 💤 💤 like a stand alone 4 pillars of eternity lasts inside 💠 👄 💓 👄 to the library under the trees the sounds4to get some 🎉🎉KrazyKoolKrew ad on a personality trait is it not 🚫 🚫 it's from the hearts beautiful tapestry intertwined through time and space theuniverse 😉 😉 💝 😘 😉 😉 ☺️ 💥 💫 🧹 💚 🤍 💜 🖖 🤞 🍄 🍀 🍁 🍁 🌴 🍀 🍁 🌈 🫧 🔥 🙌 🫶 🦻 👅 🫦 🌉 🌉 🌐 💞 ✨ 🎶 🦋 🫀 🍁 🌈 🫧 🔥 🙌 👐 🤞🤞🤞🥳🥳🧐🧐🫠🫠🥰😍🥰🤩😇👁️💟💚🤍❤️🤍🩵🩵💥🌟🌟🕳️🌟🌟----÷AO(XISA.. 9star or tenth avenue north crescent rolls 🥐 🥐 💥 🥐 💫 🧹 💚 🤍 💚 🤍 💚 🤍 💚 🤍 💚 🤍 💚 🤍 💚 🤍 🥐 🥐 💥 💥✌️ 🫰 🫰 🫰 🧝 🧙 🧛 🧑‍🔬 🧑‍🔬 🧑‍🔧 😽 💖 😶‍🌫️hills have eyes from crying the emotions to kinda explode into the internals what are the chances of as we see the moon and we have been looking at the sun 🌻 lights all the same switching to the bar hoping to see you and I can see it now but I'll have to look for the next two days in my life ❤❤💠🕰️⌛🧲🧰✒️⏳🪄🤍💚🧬🧭 💖 🙏 😽 Where have you gone, been a few years since start, seeking to be able to make it through this year would have been the seeking to be home by the love generation ❣️ ❣️ 🙈 😍 🌹 🎶 🛸 ⛩️ 🛸 🦄 🌠 💧 💯 ❣️ 🙈 😍 😍 💚🧑‍🎤🙈💚🧝🧑‍🚀🫅🖖🔮🌠🌠🌠🌠🌠🌠🌠😍🤩😍🥹🥹🤪🤐🤪🥺🥰🥰🫡🫡😳 curiosity T 3:33 42 47 to get to know you more than anything else 💞 😽 🎉😴😴🤯leavitate to a galaxy's edged  ⚔️ 🛡️ 🗝️ 🔐 🗝️ 🗝️ 🔐  🗝️ 🔐 🗝️  🔐   🔐  🗝️ 🔐 🗝️ 🗝️ 🔐 🗝️ 🗝️ 🔐 🗝️ 🗝️ 🔐 🗝️ 🔐 🗝️ 🗝️ 🔐 ⚔️ ⚔️ ⚔️ P❤bit different Toxic us family thanks for the healings bit of mirrors and smoke lazers3:334247💠 💠 💠 😶‍🌫️ 😶‍🌫️ 😜 😎 🪄 💚 🤍 💚 🤍 ❤❤🌠⛩️🎶 exactly seeking ice twice and the ocean thrice the one in and the the one 🕐🕜 times been hard going 🤣🤣🤣🤣🤣🤣🤣 yes i can switch this is the flow IYKYK IKYK told the guys not all but who knows what will happen should be able to see you with eyes only on 2 simultaneously need at least 3 for the activity of 3 sight ❤❤❤ car brain...😅😅 realistic realizations for my philosophy research genius with some flare (fucken trust you and the ones at the table forgot to check when we talked was yesterday for me xox love)","The comment is a stream of consciousness with mixed emotions, absurd phrases, and references, making it difficult to categorize with a clear sentiment."
1,1,Es hermosa esa mujer ❤❤❤ Que buen beat y ritmo musical,Expresses strong positive feelings and appreciation for the song's beat and rhythm.
-1,-1,"The production on this is dire. Weak keyboard (like a kids keyboard) and the vocals are over compressed and dull, like they're covered in muslin.",Strongly criticizes the poor production quality of the song.
0,0,Comment dire. Entre deux tempos 😉,"Short, ambiguous comment with a suggestive emoji, lacking clear sentiment."
1,1,catchy,The word 'catchy' indicates a positive assessment of the song's appeal.
-1,-1,I can feel the sadness in every notes 🥲,Expresses a feeling of sadness associated with the music.
0,0,"Not my kind of music as such, but this a catchy Pop tune",Expresses a neutral opinion with a positive acknowledgement of catchiness.
-1,0,"I love Dua Lipa, she is flawless both visually and musically! But not gonna lie, this vid would’ve been way better without all those creeps hanging around her and gawking at her through the window. It gives off creep vibes and makes me feel uneasy to watch her there amongst all that!😧",Expresses discomfort and negative feelings due to the presence of unwanted attention.
-1,-1,"To the lyrics, to the content: okay but how about a little humility. You're all about ""what I need. """,Expresses criticism and disdain for the song's theme.
0,0,is it just me or it gives 2000s vibes?,References a nostalgic but potentially dated musical era.
-1,-1,Nothing special in the song. So generic. Still arrangements are pretty good,Describes the song as generic and lacking merit.
0,0,Why the chorus is similar to Tokyo Nights by Digital Farm Animals? 😮,"Compares the song to another, potentially noting a similarity while also expressing a general opinion."
0,0,"I enjoy the young lady's singing. The driving beat will be hard on the ol' head, but it's pretty fun.",Acknowledges enjoyment while noting a potentially negative impact of the beat.
-1,-1,Stealing tokyo nights’ melody 😅,Expresses annoyance and disapproval of musical plagiarism.
1,1,Disco + 90’s vibes,Expresses enjoyment of a nostalgic and appealing musical style.
0,0,"The chorus is good Dua Lipa, the rest is just pure junk.",Praises the chorus but criticizes the rest of the song.
0,0,Hold you deeper than the holy Ghost,Expresses a profound and spiritual connection alongside a somewhat unsettling phrasing.
1,1,It reminds me of Jennifer Lopez  vibes I love it!❤,Expresses enjoyment and similarity to Jennifer Lopez.
1,1,I love the transition of the beat and this song is the best,Expresses strong enjoyment and appreciation for the song.
0,0,Anyone else catching that LG “New Beginning” ringtone feel to the track? 👀,Acknowledges a similarity to another song while expressing a neutral observation.
1,1,"Beautiful and powerful, Dua never failed to make great music!",Expresses admiration and praise for Dua's musical talent.
1,1,"I was trying to find the name of another song with lyrics that sound like _""We were happy once.... All the timeeee.... Everything's going to be Alright""_ (melancholic song sung by female with voice like Lady Gaga) but instead i found the other song I heard on radio... Every song Dua puts out ends up being so catchy 😍 9:25am 16.6.2025",Expresses enjoyment and appreciation for the song's catchy melody.
0,1,its giving VIBE,Uses slang indicating a general positive impression without specific details.
-1,-1,"I discovered today a Korean tradition according to which, the first song listened to after midnight on January 1st, would set the tone for the year. I guess cupid decided to ruin my year, I'm fucked 😂🎉❤",Expresses frustration and disappointment regarding a perceived bad omen.
0,0,"Because of the evil of human beings, and the hidden tyranny of darkness, the rain will always cry with deep and constricting tears over the lost hearts of men and women!!! The moon will always recite a poem illuminating the night!!! Carmélia Cassiopeia is not a Greek mythological goddess; but a beauty of contemporary literature!!! The creator will judge the usurped throne of the stars!!! JJJSSS  Por causa da maldade dos seres humanos, e a tirania escamoteada da escuridão,  a chuva sempre vai chorar com lágrimas profundas e constritas o coração perdido do homem e da  mulher!!!  A lua sempre vai declamar um poema iluminando a noite!!! Carmélia cassiopéia não é uma deusa mitológica grega; mas uma beldade da literatura  contemporânea!!! O criador vai julgar o trono usurpado das estrelas!!! A cause du mal des êtres humains et de la tyrannie cachée des ténèbres, la pluie pleurera toujours avec des larmes profondes et constrictives sur les cœurs perdus des hommes et des femmes !!! La lune récitera toujours un poème illuminant la nuit !!! Carmélia Cassiopeia n'est pas une déesse mythologique grecque ; mais une beauté de la littérature contemporaine !!! Le créateur jugera le trône usurpé des étoiles !!! jjjsss  ¡¡¡Por la maldad del ser humano, y la tiranía oculta de las tinieblas, la lluvia siempre llorará con lágrimas profundas y constrictoras sobre los corazones perdidos de hombres y mujeres!!! La luna siempre recitará un poema iluminando la noche!!! Carmelia Cassiopeia no es una diosa mitológica griega; pero una belleza de la literatura contemporánea!!! ¡¡¡El creador juzgará el trono usurpado de las estrellas!!! A causa della malvagità degli esseri umani e della tirannia nascosta dell'oscurità, la pioggia piangerà sempre con lacrime profonde e costrittive sui cuori perduti di uomini e donne!!! La luna reciterà sempre una poesia illuminando la notte!!! Carmelia Cassiopea non è una dea mitologica greca; ma una bellezza della letteratura contemporanea!!! Il creatore giudicherà il trono usurpato delle stelle!!! Wegen der Bösartigkeit der Menschen und der verborgenen Tyrannei der Dunkelheit wird der Regen immer mit tiefen und erdrückenden Tränen über die verlorenen Herzen von Männern und Frauen weinen!!! Der Mond wird immer ein Gedicht rezitieren, das die Nacht erhellt!!! Carmélia Cassiopeia ist keine griechische mythologische Göttin; aber eine Schönheit der zeitgenössischen Literatur!!! Der Schöpfer wird über den usurpierten Thron der Sterne richten!!!  因为人类的邪恶，因为黑暗的隐秘暴虐，雨总会为失落的男男女女的心灵流下深沉而压抑的泪水！ 月亮总会吟诵一首照亮黑夜的诗！！！ 卡梅莉亚·卡西奥佩娅并不是希腊神话中的女神；她是希腊神话中的女神。 但当代文学之美！ 造物主将审判篡夺的星辰王座！！！ JJJSSS","Contains both strong, passionate praise and criticisms, spanning multiple languages and expressing complex feelings about the song and its themes."
1,1,A lot of harmony ..love d way picture ..of stop letting people inside.  meaning deeper great picture representation of my life ..God bless.. learning lessons ..Putting boundaries for peace 🕊️ ..but close training season 🙂😀🔥🤗,Expresses appreciation for the song and its connection to personal experiences.
0,0,"Narcissistic lyrics, goddamn. But the sound is great!",Criticizes the lyrics while acknowledging the positive sound.
1,1,The bridge hits.chorus is amazing yeesss!!!! You look amazing 😊,Expresses strong enthusiasm and appreciation for the song.
1,0,Tokyo Nights chorus,Expresses appreciation for the song’s chorus.
1,1,"Awesome song, excellent chorus, outstanding music I'm impressed , entitled lyrics couldn't care any less..",Expresses strong positive feelings and admiration for the song.
0,0,"it has ""i was gonna cancel"" by Kylie Minogue vibes","Compares the song to another, implying a similar style or quality."
-1,-1,the most generic mc donalds music i've ever heard lol,Sarcastic dismissal of the song's quality and lack of originality.
1,1,So catchy,Expresses strong enjoyment and appreciation for the song's catchiness.
1,1,The lyrics on this song is top notch 👌🏼,Expresses high praise for the song's lyrics.
-1,-1,Compositionally completely irrelevant song,Expresses strong disapproval and dismissal of the song's musical merit.
1,1,Great vibe 👍wrote the best song 🎸 and shortest song I have ever written 😉2mins and 3 Seconds Long. It took 15mins to pen that $HIT 😜 so to speak 😊☝️,Expresses enthusiastic enjoyment and admiration for the song.
-1,-1,Love Dua but not feeling this one. Miss that heavy beat and strong bass line. She needs to work with someone that really lets her beautiful voice come out. I think she's beyond this and headed in the wrong direction.,Expresses dissatisfaction with the song and criticizes a shift in Dua's artistic direction.
1,1,That second chorus parts is amazing 💖,Expresses strong positive emotion and appreciation for a specific part of the song.
1,1,bam bam bam - im your  really big  big fan! thank you for incredible lyrics and  song! you a so incredible !,Expresses strong enthusiasm and appreciation for the song.
0,0,Dua gives Monica Belucci vibes!,"Compares the artist to another, presenting both a positive (similarities) and potentially negative (comparison) aspect."
0,0,Roy Andersson vibes,References a specific artist (Roy Andersson) suggesting admiration mixed with potential critique.
-1,-1,Shes becoming katy perry Generic Pop,"Expresses criticism, comparing the artist to a disliked pop star."
1,1,The synth got me feeling vertigo,"Expresses a strong, positive sensation related to the music."
-1,-1,Different times for sure. Most men have checked out emotionally.,Expresses a negative judgment about men's emotional state.
-1,-1,I'd rather listen to ABBA and Shania Twain again and again then listen to this half baked inspiration. The chorus and the bridge feel so disjointed!,"Strongly dislikes the song, comparing it unfavorably to classic artists and highlighting disjointed sections."
1,1,The lyrics are like my thoughts. How'd that happen? 💯♥️,Expresses a strong connection and appreciation for the song's lyrics.
0,0,too much autotune this is amazing but over usage is not great her natural voice is way better,Acknowledges the song's quality but criticizes the excessive use of autotune.
-1,-1,Dua said its bye to nonchalant emotionally unavailable men cuz theyre not competing with other men anymore but a womans inner peace with themselves,Expresses a critical and dismissive opinion of Dua Lipa's statement.
1,1,This gives super bowls halftime show vibe💜,Compares the music video to a highly positive and memorable event.
0,0,Her voice is infallible but the song sucks. Houdini sucks too. Too often the lyrics of her songs are cringy.,Praises her voice while criticizing the song and lyrics.
1,1,This song so amazing so i covered it fully in my channel because its  catchy,Expresses enthusiasm and intention to create a cover.
