classificacao,sentimento_manual,comentario,justificativa
Positive,Positive,"WHY IS IT cozy, cute, romantic, warm and catchy at the same time?????",Expresses enthusiastic appreciation for the song's multifaceted qualities.
Neutral,Positive,"the song is so deep, it kind of resonates with my long love story, where I always be the sidekicks in a relationship..",Expresses connection to personal experience alongside a general assessment.
Positive,Neutral,Its like billie is falling deeper into the zone. ifykyk,Expresses admiration and appreciation for Billie Eilish's artistic depth.
Positive,Positive,Amazing song her vocals feels me like i m in a heaven😭😭♥️♥️♥️,Expresses intense emotional connection and enjoyment of the song.
Positive,Positive,"I get emotional to this song, i would want this song in me and my husband's renewal of vows q",Expresses deep emotional connection and desire for personal significance.
Neutral,Positive,This song is for every emotion,"Expresses suitability for a wide range of feelings, indicating a neutral stance."
Positive,Positive,ramadan 2025… warm lyrics.. beautifully composed❤❤,Expresses positive sentiment with heart emojis.
Neutral,Neutral,"Anyone else hearing ""Bound For The Floor"" by Local H in her chorus? Pretty neat",Acknowledges a similarity to another song while expressing a neutral opinion.
Positive,Positive,I loved the lyrics ❤,Expresses strong positive emotion about the lyrics.
Positive,Positive,"I love this song so much, its like i can let out all my emotions over and over and over again. This song helps me ALOT its my favorite for life",Expresses intense love and reliance on the song for emotional release.
Neutral,Neutral,Sounds like chord progression from GM’s “ Last Christmas.” Very catchy.,Acknowledges a similarity to another song's chord progression while still finding it catchy.
Positive,Positive,"Goosebumps, touched by the sound of her voice, you can feel all of her emotions, it's the song of the year for me !!",Expresses intense emotional connection and considers it the best song of the year.
Positive,Positive,No one can replace Billie voice and her emotions to the lyrics ❤underrated artist of this new era.,Expresses strong appreciation for Billie's voice and emotional delivery.
Neutral,Neutral,"U know that this song has the same chord progression of Last Christmas, right?",Points out a similarity while not expressing a strong positive or negative opinion.
Positive,Neutral,Who else gets a goonies vibes to this ?,Evokes a nostalgic and positive association with the film 'The Goonies'.
Positive,Positive,I hear ' LAST CHRISTMAS ' 's  vibe in this song🎉🎉🎉🎉,Compares the song favorably to a well-known and beloved classic.
Neutral,Neutral,Suena como la vocalista de The Cranberries,"Compares the song to a specific artist, indicating a partial similarity while potentially criticizing the overall sound."
Positive,Positive,"Wow this Song is so beautiful, I honor every verse of it! 🎶🎧❤",Expresses strong admiration and appreciation for the song.
Positive,Positive,I listen to this song everyday as I like the rhythm❤🎉,Expresses fondness and enjoyment of the song.
Negative,Neutral,"San Juan, please listen to my heart. What once beats for you, now aches for you. The minute you wanted distance brought panic to my core. And now my mind and heart is scattered all over the place. I'm a mess, I was desperate, and I became toxic. My actions may cause you doubt with how stressful it may seem. But do know my intentions were genuine. I'm too stupid to understand what you wanted. I was afraid- I'm always afraid of losing you. And like a cornered rat, I desperately did everything I know in order to keep you. Which made you further distance yourself. My heart still beats for you, and it aches at how far you distanced yourself. I don't know what to do anymore, so now I pray to your saint, Saint Juan. So please let him have a listen to my heart's genuine intentions.","Expresses deep regret, self-awareness of toxic behavior, and a sense of hopelessness."
Neutral,Neutral,this song gives me Ariana Grande vibe🤭but can't deny the fact that how soothing and ethereal her voice is 🥺,Acknowledges a comparison to Ariana Grande while praising her voice.
Positive,Positive,Vibe anos 80 que amo! Saudades desse tipo de música 🥰🥰🥰🥰,Expresses strong fondness and nostalgia for 80s music.
Positive,Positive,For some reason I always thought Sabrina Carpenter sung this song. Beautiful voice and lyrics ❤,Expresses admiration for the singer's voice and lyrics.
Positive,Positive,She ATE when she wrote this song it is such A GREAT mix of emotions❤❤❤🎉🎉😊,Expresses enthusiastic enjoyment and positive feelings with emojis.
Positive,Positive,Good lyrics 👍,Expresses positive sentiment with a thumbs-up emoji.
Negative,Neutral,"My best friend's younger sister passed away two months ago and this song was played during her funeral. Everytime I hear this song, I remember them. The first time I heard this song and the time I heard this song played during her funeral was too different. I couldn't listen to this song the same when I heard it for the first time. I get too sad and emotional. I could see her in my mind. I could see old memories of the joyful interactions of my best friend (her older sister) and her in my mind and I get sad knowing that it will never happen again. It's all different now. It felt too different now. This song hits too hard now.",Expresses intense sadness and emotional distress linked to a personal loss.
Positive,Positive,This is really catchy.,Expresses enjoyment of the song's catchiness.
Positive,Positive,My man is snoring right now. I love him very much! He is the light to my darkness and the beating to my pure heart. Thanks Billie ❤️,Expresses deep and intense love and adoration.
Positive,Positive,the only song that can make you nostalgic 😭,"Expresses a strong feeling of nostalgia, indicating enjoyment."
Positive,Positive,This expressed the exact feelings and emotions I was experiencing in 2022! ❤,Expresses strong resonance and emotional connection to a past experience.
Positive,Positive,"Billie Eilish? More like Billie Brilliant, am I right? This text is a mere snippet of the musical genius that is Eilish. I was all... what, captivated? Mesmerized? Enchanted by her sultry vocals and cutting-edge style. This is a text that demands a mic drop, not a mere rewrite.",Strongly praises Billie Eilish's artistry and musical talent.
Neutral,Neutral,jully vibes,"Short, positive reference to a specific aesthetic/feeling without expressing strong emotion."
Positive,Neutral,Tbh at first I didn’t like this song then I listened to the lyrics,The commenter indicates an initial dislike but then expresses a positive reaction after considering the lyrics.
Positive,Positive,I can literally feel this songz. It's so emotional & comforting,"Expresses a strong, visceral connection and positive feelings towards the song."
Neutral,Positive,birds of feATHER I LOVE IS VERY BEATHIFUL,Uses both positive ('beautiful') and a misspelling ('beathiful') suggesting a somewhat confused or informal opinion.
Neutral,Neutral,How is this Billie Ellish? Is the rest of her stuff adult contemporary?,Expresses confusion and questions about the song's genre and Billie Eilish's artistic direction.
Neutral,Neutral,Maybe in another universe,A vague and non-committal statement with no clear positive or negative sentiment.
Positive,Positive,To actually learn the words is even more powerful! Wowwww!❤,Expresses strong enthusiasm and delight.
Positive,Positive,I cant believe how much this song gets me so freaking emotional 😢,"Expresses strong emotional response, indicating enjoyment."
Positive,Positive,"one of my favs, her lyricism is unreal and the voice!!!! i did remix it and would love some feedback, its on a more upbeat poppy beat. under my Billie playlist :) or my most recent video, uploaded today",Expresses strong enthusiasm and appreciation for the artist's lyrics and voice.
Positive,Positive,The last 20s I could put on a loop …big vibe,Expresses strong positive feelings and enjoyment of the song.
Negative,Neutral,There is no god in the universe Religion is a fraud Don't ask God to worship Buddha Rely on yourself in everything,Expresses strong disbelief in religion and its fraudulent nature.
Positive,Positive,Guys I love the beating Ur the best Billie elishe I wish I could see u,Expresses enthusiastic love and admiration for the artist.
Positive,Positive,2:01-2:02 her background vocals were so crispy and light🥹🥹😌,Expresses delight and appreciation for the background vocals.
Neutral,Neutral,So emotions in a song 🎵 🎧 📖0:26,Uses emojis to express a general feeling without specifying positive or negative sentiment.
Neutral,Positive,😢my eyes full with water right now listening this song it’s a mix emotion it bring back my pass and make me think of my future here just saying love ain’t for me at all,Expresses conflicting emotions – sadness and reflection – regarding the song’s impact.
Neutral,Neutral,Passion fruit type beat?,"References a specific, potentially divisive, musical element."
Neutral,Neutral,"Reminds me of croatian singer Gibonni and Oliver Dragojević's song  ""U ljubav vjere nemam"", the rhythm is the same.","Compares the song to other artists, highlighting similarities and differences."
Neutral,Positive,Her songs make me bawl so hard 😭🥹 Like she rips the emotions right out of me. The lyrics & sweetness of her voice. I think about our loved ones we've lost thus far but also about when I cross over. Dark but entrancing.,Expresses strong emotional response (bawling) alongside appreciation for her artistry and reflection on mortality.
Negative,Neutral,Cuts deep!,Expresses a profound and painful emotional impact.
Positive,Positive,Not a song but an emotion.....❤,"Expresses a strong, positive feeling associated with the music."
Positive,Neutral,"The beat reminds me of C418 or minecraft or something, it's so nostalgic.",Evokes a positive feeling of nostalgia associated with familiar sounds.
Positive,Positive,My girl can capture a emotion an literally put it into a song more just a artist song writer singer legit,Expresses admiration for the artist's emotional depth and skill.
Positive,Positive,1:00  my moms ringtone 🥲,Expresses a fond and nostalgic sentiment.
Positive,Positive,"This song makes me think about my girl friend every time I listen to it and I always say in me,""till the day🥺"" Billie always has good vibes 4 me ❤",Expresses fondness and positive association with the song and the artist.
Positive,Positive,"Great song..i was so stuck to remember which track comes to mind after these euphoric nostalgic melodies...Pretty close idea to Celine's Dion- thats the way it is,thank me later :D",Expresses enjoyment and comparison to a celebrated artist.
Positive,Positive,Her vocal really fits to (G)idle- I do instrument,Expresses appreciation for the singer's vocal style.
Positive,Positive,"My crush since i was a kid is getting married,he doesn’t even know i love him because I never confessed and this song sort of remind me of him “i knew you in another life,you have the same look in your eyes”,just like the day we first met.Maybe he fell in love with me that day in another universe.I don’t think i can love anyone as much as I’ve loved him.Farewell my moon.Maybe in another universe ,I’m the one who married you,my sugarcane.","Expresses deep, enduring love and longing."
Neutral,Neutral,"This beat reminds me a lot of a song, if anyone remembers, write which one below",Expresses a memory-based comparison without a clear positive or negative judgment.
Positive,Positive,The way i liked this song by suddenly and by accident why I'm scrolling reels is the vibe and chill cozy.,Expresses enjoyment of the song's relaxed and comforting atmosphere.
Positive,Positive,this songs hits deeper ❤,Expresses strong emotional connection to the song.
Positive,Positive,"This song gives a lot of emotions and admires all tastes depressed , lonely, sad, who lives a love story, who lost his beloved, friendship, sadness, nostalgia, joy and happiness you hear in the car in a cafe in a club and you are going to sleep suitable for every situation and in all cases you will cry 😢😢😢 she should get a grammy ❤❤",Expresses deep empathy and appreciation for the song's ability to evoke a wide range of emotions.
Negative,Negative,"Why do i hear so much static? Its annoying. At first i thought was this put into the song on purpose? Then the 2nd song started and it sounded shitty too. Not her voice, that's perfection.",Complaints about static and poor sound quality.
Negative,Negative,I'm sorry Billie but the lyrics are not accurate for you to sing along 😭,Expresses disappointment and criticism of the song's lyrics.
Positive,Positive,Learning the lyrics for my bestie,Expresses a positive sentiment about learning the lyrics for a friend.
Positive,Positive,This Billie eilash fella sings really good. Catchy tune 👍,Expresses enjoyment of Billie Eilish's singing and the song's catchiness.
Positive,Positive,"Knowing how long it take to make this, let's savor the moment every lyrics of this masterpiece. 😊❤",Expresses appreciation and enjoyment of the song's quality.
Positive,Positive,Powerful lyrics. Damn.,Expresses strong admiration and impact due to the lyrics.
Positive,Positive,This song means so deep im so impressive nice love it♥️♥️♥️🇲🇾,Expresses strong positive feelings and appreciation for the song.
Positive,Positive,"I normaly listen to michael jackson, stevie wonder snd whitney housten but this song is sooooooo fckn catchy",Expresses strong enjoyment and a catchy quality.
Positive,Neutral,The Sundays vibes,Evokes a nostalgic and positive association with the band The Sundays.
Positive,Positive,I'll give you someone special special... It just works in the chorus...,Expresses enjoyment of a specific part of the song.
Neutral,Neutral,Liar... you know that we will go together beyond death. I'm full of shit but all those parts of you in me are light. I wish the one for me would be just like you at the roots. Thank you for everything although I have not seen all of the effects of all of your love for me. I know you mean it. And I hope I get the chance to prove that you were right.,"Expresses both intense affection and resentment, creating a complex emotional state."
Neutral,Neutral,I didn't think titanic song could be beat but this is close,Expresses admiration while acknowledging a potential challenger.
Neutral,Neutral,The chorus is obviously “Last Christmas” from wham 😂,Acknowledges similarity to a popular song while expressing a reaction to it.
Positive,Positive,"This production ... the lyrics, the beat, the emotion, the music ... Between this, chris brown and teddy swims ... Dang, great music, great talent.",Expresses enthusiastic praise for the music and artist.
Neutral,Neutral,I cant describe how Neutral emotions that this song has. i listen to this lkke happy and sad idk,Expresses a simultaneous blend of positive and negative feelings.
Neutral,Neutral,It gives LAST CHRISTMAS I GAVE YOU MY HEART vibes,"Compares the song to a nostalgic classic, implying a similar feel with both positive and potentially dated aspects."
Positive,Positive,I sing this to my kids all the time (2 and 5 yrs old) this song never fails to make me emotional. Those are my babies til the day that I die ❤😢,Expresses deep affection and attachment to the song.
Positive,Positive,Idk what but this song is so catchy and so soothing!,Expresses strong enjoyment and relaxation from the song.
Negative,Negative,NEVER SHOW ME A ANYONE IN THIS CURRENT MONTH AND YEAR COMMENT ITS ON EVERY FUCKING SONG ON YOUTUBE ITS THE MOST ANNOYING COMMENT YEAH WE LISTEN TO OLD MUSIC WE DONT NEED A NEW COMMENT FOR EACH MONTH OF EACH YEAR LIKE HOW IS THAT THE TOP COMMENT EVERY SONG I LISTEN TO LIKE  NO ON CARES,Expresses extreme frustration and annoyance with repetitive comments.
Negative,Neutral,Skype Ringtone?,Expresses a negative opinion about the ringtone.
Neutral,Neutral,"This is the most beautiful sounding song . Puts  me in a good mood. Then when you read the lyrics it's like fuck kinda dark. But ok, I'm hooked.",Contradictory feelings of beauty and darkness.
Negative,Negative,You call this singing?  She need some vocal training.,Strongly criticizes the singer's vocal ability.
Neutral,Neutral,"very nice voice and melody, really great... but the lyrics are not good (makes no sense)","Praise for the voice and melody, but criticism of the lyrics."
Negative,Negative,I think my partner is going to break up with me soon and this song just triggers something in me that hurts me deeply. I don't know what I'll do without them,Expresses sadness and fear of a relationship ending.
Positive,Positive,"This composition follows a simple OGWT ""tin pan alley chord progression""  - Dmaj7.....Bm7......Em7 .......A7.....(or a 1 - 6 - 2 - 5 chord progression) which is why it's so catchy and hypnotic. Similarly, sometimes the alternative format of 6 - 2 - 5 - 1 has a similar melodic structure.",Acknowledges the pleasing and effective chord progression.
Positive,Positive,I am liking of the Lyrics Videos Musics for to study English. Nice. This song is good for to study music and arranjes for Guitar Acustics.,Expresses enjoyment and usefulness of the music for studying.
Negative,Neutral,Why are the lyrics of your songs so morbid?,Expresses disapproval of the song's dark and unsettling lyrics.
Positive,Positive,"She was so robbed from that Grammy! Hands down best, deepest song ever ❤❤❤",Expresses strong support and affection for the song.
Negative,Neutral,The lyrics to this song are SO convoluted. Switching from one end to the next. How chaotic. Exactly like a situationship and limerence. Get out of the limerence people.,Expresses frustration and criticism of the song's confusing lyrics.
Neutral,Neutral,"Hi guys, recently I uploaded on my chanel how you can play on Piano that melody, if someone is interested, you can check. Thanks.","Informative comment about a linked YouTube channel, lacking strong sentiment."
Neutral,Neutral,This sounds so childish and nostalgic (the music). I miss my childhood..,Expresses fondness for childhood memories alongside criticism of the music's style.
Neutral,Positive,Kinda makes me emotional.,Expresses a complex feeling that isn't purely positive or negative.
Positive,Positive,I am quite late to the party but that song is unreal. Credit to Billie but mad respect to Finneas. This guy is a genuis. I mean they both are. Just watched that video how they made that song and the time and effort they poured into it. This song brings out all sort of emotions and memories - both good and bad ones.,Expresses strong appreciation and admiration for the song and its creators.
Positive,Positive,Fantastic vocals and vocal arraignment.,Praises the quality of the vocals and vocal arrangement.
Positive,Positive,"The truth is that I never liked her music. But Birth of a Feather, the musical composition, the lyrics and the great voice of this girl have defeated me. What a great talent. I fell in love with her.","Despite initial dislike, the commenter expresses admiration for the artist's talent and a personal connection to her music."
Neutral,Neutral,"People describing billies singing style as ""whispering"" not acknowledging how many vocal layers her songs have. Production and vocal work is crazy",Criticizes a simplistic description while appreciating the complex production and vocals.
Positive,Positive,The chorus ❤,Expresses positive emotion through the use of the heart emoji.
Positive,Positive,I love the rhythmmmm,Expresses enthusiastic enjoyment of the song's rhythm.
Positive,Positive,Diggin' the Major 7 Chords. Very 1970's.,Expresses appreciation for a specific musical element (Major 7 Chords) and a nostalgic musical era.
Positive,Positive,My friend and co-worker introduced me to the song and it's so beautiful reminds me of the 90s with a little bit of MGMT. Lyrics are beautiful,Expresses appreciation for the song's beauty and nostalgic connection.
Positive,Positive,"The beat is so perfect, and her singing and the lyrics everything is just amazing 👏",Expresses strong enthusiasm and positive feelings about the song.
Neutral,Neutral,Am i the only one thinking this got that 80's vibe?,Acknowledges a positive element (80's vibe) while implying a potential negative (unclear if it's a good thing).
Positive,Positive,"If you dig this melody, check ""Nothing is keeping you here"" by old good ""a-ha""",Suggests a similar song and expresses enjoyment.
Neutral,Neutral,"The beat at the end is from another song, but I can’t figure it out! HELP!",Expresses confusion and a request for assistance without strong positive or negative feelings.
Negative,Negative,I don't like these lyrics at the beginning,Expresses dislike for the song's opening lyrics.
Neutral,Neutral,This beat reminds me of a Gorillaz song,Reference to another artist without expressing a clear positive or negative opinion.
Neutral,Neutral,My college set it as a ringtone,A simple statement of personal preference with no strong emotional tone.
Positive,Positive,Has that leona lewis bleeding love vibes,Evokes a positive association with a well-regarded song.
Neutral,Neutral,I love this song but does anyone else think the old man on YouTube sang it better maybe not sang it better but I like the acoustic slow beat more,Expresses love for the song while contrasting it with a preferred version.
Negative,Neutral,makes me miss someone who was so important to me but my stupid emotions made me push them away,Expresses sadness and regret over lost connection.
Positive,Positive,"Amazing song, tone, lyrics, and placements.  Works for musical montage, fitness, dance, daydream, inspiration, driving, and relaxation.  Perfect and Beautiful.  Timeless.",Expresses strong praise and describes the song's versatility and timeless quality.
Neutral,Neutral,This is such a beautiful song but I will say (and kill me if you want) but it does seem like the music overpowers the vocals at times.,Acknowledges beauty but criticizes the balance between music and vocals.
Positive,Neutral,Who feeling the vibe???👇🏻,Expresses excitement and enjoyment of the music.
Positive,Positive,I genuinely think the music/ melody to these lyrics is genius!,Expresses strong positive opinion about the music and melody.
Positive,Positive,I can see her being lifted by a chorus of angels to a reunion with some long dead lover for whom she’s never lost the flame in her heart.,Expresses a vivid and idealized romantic vision.
Positive,Positive,beat is so tuff,Expresses strong approval of the song's beat.
